Business Name,Address,Area,Locality,City,State,PIN,Mobile,Rating,Reviews,Services,Latitude,Longitude,Listing ID,Google Place ID,Photo 1,Photo 2,Photo 3,Photo 4,Photo 5,Category,Subcategory,Search Locality
URBAN PRIVATE TUTION,"Taloje Panchanand, Sector 40, Kharghar, Panvel, Maharashtra 410210, India",,Kharghar,Panvel,Maharashtra,410210,9833472845,5,1,"educational_institution, point_of_interest, establishment",19.0674111,73.0853668,localisy012750,ChIJpZTlvBPB5zsRJxocR_BMmiU,photos\localisy04161_1.jpg,,,,,Education & Training,Tuition Centers,Taloja
"[J.E.E.T Academy] Roy Sir's IIT Maths Class for 8th, 9th,10th, 11th ,12th, iit jee mains & advance, Olympiad","shop number 28, Kesar Garden, Sector 20, Kharghar, Panvel, Maharashtra 410210, India",,Kharghar,Panvel,Maharashtra,410210,8669778144,4.9,289,"educational_institution, point_of_interest, establishment",19.0518629,73.075032,localisy012751,ChIJNccKW-OV5zsRdkwA90J6ubc,photos\localisy04162_1.jpg,,,,,Education & Training,Tuition Centers,Taloja
Study Point tutorial,"Shop no 3, Bhoomi Trivas, opp. Bank of India, Sector 35I, Kharghar, Panvel, Maharashtra 410210, India",,Kharghar,Panvel,Maharashtra,410210,7506354808,4.8,82,"child_care_agency, educational_institution, health, point_of_interest, consultant, service, establishment",19.0711437,73.078988,localisy012752,ChIJL1ROjbrB5zsRlKspmeOGcto,photos\localisy04163_1.jpg,,,,,Education & Training,Tuition Centers,Taloja
Horizon Tutorials,"Shop no 1, Plot no 32, Roadpali Rd, Sector 20, Kalamboli, Panvel, Maharashtra 410218, India",,Roadpali,Panvel,Maharashtra,410218,9967783338,4.6,49,"point_of_interest, service, establishment",19.0355356,73.0915069,localisy012753,ChIJJ2O-Ot7p5zsREhDh1-6a08Q,photos\localisy01397_1.jpg,,,,,Education & Training,Tuition Centers,Taloja
Triumph Educare - Home Tuitions in Navi Mumbai,"Jalvayu Vihar, Sector 20, Kharghar, Panvel, Maharashtra 410210, India",,Kharghar,Panvel,Maharashtra,410210,8169939494,4.7,38,"point_of_interest, establishment",19.0497086,73.0737312,localisy012754,ChIJS4sP--zD5zsRJxeqKBUuXoo,,,,,,Education & Training,Tuition Centers,Taloja
Vidya's Tutions & Coaching classes,"202, Laxmi Paradise, Plot no. 31, Sector 34C, Kharghar, Panvel, Maharashtra 410210, India",,Kharghar,Panvel,Maharashtra,410210,,5,9,"educational_institution, point_of_interest, establishment",19.070708099999997,73.0808093,localisy012755,ChIJdZsqDu7B5zsRK2xsEIIBR58,photos\localisy04172_1.jpg,,,,,Education & Training,Tuition Centers,Taloja
Vidyapeeth International,"Unit No 1,2,3 & 6, Ekdant Housing Society, Plot no. 53/54, near Ramsheth Thakur Public School, Sector-19, Kharghar, Panvel, Maharashtra 410210, India",,Kharghar,Panvel,Maharashtra,410210,9372652825,4.8,51,"educational_institution, point_of_interest, establishment",19.0488789,73.0772513,localisy012756,ChIJL9OeEfjD5zsR5txHARU2DOU,photos\localisy04173_1.jpg,,,,,Education & Training,Tuition Centers,Taloja
Darshika Academy & Activity Centre Kamothe,"shop no-5, Darshika Academy & Activity Centre, plot no-74, Sector 35, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,9820337912,4.9,17,"point_of_interest, service, establishment",19.022405499999998,73.086652,localisy012757,ChIJmQ_NXd7D5zsRM6xfnuSMaUo,photos\localisy16784_1.jpg,,,,,Education & Training,Tuition Centers,Taloja
Learnify Tutorials,"Shop no 3, Prestone Building, Plot no 25, Sector 20, Kalamboli, Panvel, Maharashtra 410218, India",,Roadpali,Panvel,Maharashtra,410218,8080711202,5,9,"point_of_interest, service, establishment",19.039817,73.09479,localisy012758,ChIJAbGud2Tp5zsRWqt2u4w1do0,photos\localisy01433_1.jpg,,,,,Education & Training,Tuition Centers,Taloja
PRADEEP'S VISION TUITIONS,"Gurvihar building, NEEL SANKUL, near Mahima dairy, Sector 8, Kalamboli, Panvel, Maharashtra 410218, India",,Roadpali,Panvel,Maharashtra,410218,8655528075,4.6,17,"point_of_interest, establishment",19.031753400000003,73.10067839999999,localisy012759,ChIJV12QXMPp5zsRZwwQFdtbmAQ,photos\localisy01386_1.jpg,,,,,Education & Training,Tuition Centers,Taloja
Trimurti smart kid 𝗔𝗕𝗔𝗖𝗨𝗦 𝘊𝘭𝘢sses.,"Plot no 82, Sec 16, Roadpali, Kalamboli, Panvel, Maharashtra 410218, India",,Roadpali,Panvel,Maharashtra,410218,8652135338,5,2,"educational_institution, point_of_interest, establishment",19.040343999999997,73.100444,localisy012760,ChIJw2ibkyDp5zsRSpjCXfNRdlE,photos\localisy01405_1.jpg,,,,,Education & Training,Tuition Centers,Taloja
Alankaar Music Classes -Wakad Branch,"Row House of Plot no 131 Perfection preschool premises, Building, next to kesar garden, Sector 20, Kharghar, Panvel, Maharashtra 410210, India",,Kharghar,Panvel,Maharashtra,410210,,4.9,29,"educational_institution, point_of_interest, service, establishment",19.0522493,73.0747222,localisy012761,ChIJmbBgY5PD5zsR3DVQGGsvVRE,photos\localisy03998_1.jpg,,,,,Education & Training,Music Classes,Taloja
Shakoore Academy,"Sector 23, Taloja Panchanand, Taloja Phase 2, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,9769393535,5,11,"educational_institution, association_or_organization, point_of_interest, service, establishment",19.072001800000002,73.0981822,localisy012762,ChIJeXBgScbr5zsR-ftx9RQuViQ,,,,,,Education & Training,Music Classes,Taloja
Swar sharada music classes,"Rm no.10, Sector 14, Kalamboli, Panvel, Maharashtra 410218, India",,Roadpali,Panvel,Maharashtra,410218,9029561715,4.9,16,"educational_institution, point_of_interest, service, establishment",19.0369108,73.100897,localisy012763,ChIJuccKM9Lp5zsR49LJ9-zvtEE,photos\localisy03985_1.jpg,,,,,Education & Training,Music Classes,Taloja
Strings N Keys Music school,"Shop 8, plot 9, Node, Roadpali, Kalamboli, Panvel, Maharashtra 410218, India",,Roadpali,Panvel,Maharashtra,410218,9892726605,4.9,14,"educational_institution, point_of_interest, service, establishment",19.0385176,73.094511,localisy012764,ChIJO2sv-evp5zsRrALK0l_7nfQ,photos\localisy03991_1.jpg,,,,,Education & Training,Music Classes,Taloja
Devraj Music Hub,"Siddhivinayak Darshan CHS, Koyana Velhe, Ghotkamp Koyana Vele, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,8454024668,5,4,"school, educational_institution, point_of_interest, service, establishment",19.079328399999998,73.1122511,localisy012765,ChIJZ8fCCEvr5zsRvRMzgzSkV4w,photos\localisy04188_1.jpg,,,,,Education & Training,Music Classes,Taloja
SARASWATI MUSIC ACADEMY,"sayajrao sadan koynavele, Ghot Rd, Koyana Velhe, Taloja Phase 2, panvel, Navi Mumbai, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,9920818554,5,1,"educational_institution, point_of_interest, service, establishment",19.0785789,73.1089277,localisy012766,ChIJKV0gIwXr5zsRgAgGvyQ7CrQ,photos\localisy26352_1.jpg,,,,,Education & Training,Music Classes,Taloja
Shri Swami Samarth Sangeet Vidyalaya,"Cambridge Montessori Preschool, Soham Exotica, Sector 21, Kharghar, Panvel, Maharashtra 410210, India",,Kharghar,Panvel,Maharashtra,410210,9320940383,4.9,50,"educational_institution, point_of_interest, service, establishment",19.0498262,73.0697193,localisy012767,ChIJh3F0XM_6HigR_S6-PT_h_K8,photos\localisy04020_1.jpg,,,,,Education & Training,Music Classes,Taloja
Swar Rachana Music Academy,"PRATIK HARMONY, सेक्टर 20, रोडपाली, कळंबोली, नवी मुंबई, पनवेल, महाराष्ट्र 410218, India",,Roadpali,Panvel,Maharashtra,410218,9867805765,4.8,5,"educational_institution, point_of_interest, service, establishment",19.035743999999998,73.0907608,localisy012768,ChIJF_P4mKjp5zsR4HCjX6N1BtU,photos\localisy07407_1.jpg,,,,,Education & Training,Music Classes,Taloja
Wisdom dance academy ( Branch 2 ),"no.3 ,shop no S05, Asawari society, sector 27, gate, Taloja Phase 2, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,9082152918,4.8,23,"sports_school, point_of_interest, establishment",19.0722496,73.1036838,localisy012769,ChIJJTNsW5Pr5zsRj5QZUzDrAqY,photos\localisy04199_1.jpg,,,,,Education & Training,Music Classes,Taloja
BeeTune Music School,"Flat No. 002, Ground Floor, Block- M9, opposite Harmony School, Bid, Sector 36, Kharghar, Panvel, Maharashtra 410210, India",,Kharghar,Panvel,Maharashtra,410210,8953773311,4.9,41,"educational_institution, point_of_interest, service, establishment",19.0815011,73.0711192,localisy012770,ChIJdeTnJrDB5zsR60hZalRcb-M,photos\localisy04201_1.jpg,,,,,Education & Training,Music Classes,Taloja
Naadvenu Flute Classes (Kalamboli Branch),"Henita Arcade Plot no-16 Sector-8E, Roadpali, Kalamboli, Panvel, Maharashtra 410218, India",,Roadpali,Panvel,Maharashtra,410218,8652869429,5,7,"educational_institution, point_of_interest, service, establishment",19.036859,73.1042459,localisy012771,ChIJc5wj3aLp5zsRRDLGqYmFPEg,photos\localisy26304_1.jpg,,,,,Education & Training,Music Classes,Taloja
Alisha Tailoring Classes,"Mannat Society, D-401, Sector 20, Taloja Panchanand, Taloja Phase 2, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,8097216921,4.9,16,"educational_institution, point_of_interest, service, establishment",19.068222499999997,73.09501379999999,localisy012772,ChIJ0VTu053r5zsRI6ffPVbpwBE,photos\localisy04207_1.jpg,,,,,Education & Training,Music Classes,Taloja
Seven School of Music,"Shop No. 9, Shree Trimurti Heights, Plot No. 23, Sector-34 A, Sector 34, Kharghar, Panvel, Maharashtra 410210, India",,Kharghar,Panvel,Maharashtra,410210,9920110440,5,8,"educational_institution, point_of_interest, service, establishment",19.068990600000003,73.0803791,localisy012773,ChIJjXGoSvTB5zsR5NNDaVMsL5A,photos\localisy16895_1.jpg,,,,,Education & Training,Music Classes,Taloja
Rising Star Karaoke Studio,"Shop 7, Ashtavinayak Heights, Plot 89, Sector 23, Taloja Panchanand, Taloja Phase 2, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,,,,"school, educational_institution, point_of_interest, service, establishment",19.0711771,73.0983342,localisy012774,ChIJIza9YUDr5zsR4vDHUgowO14,,,,,,Education & Training,Music Classes,Taloja
The Musical Arena School Store and Repair Centre,"Shop Number 21, Kesar Garden Chs, Plot no. 53, Central Park Metro Rd, near Ram Sheth, Sector 20, Kharghar, Panvel, Maharashtra 410210, India",,Kharghar,Panvel,Maharashtra,410210,9653307750,5,31,"school, educational_institution, store, point_of_interest, service, establishment",19.0519925,73.075054,localisy012775,ChIJsVKi2xHD5zsR0EIc-BShpVk,photos\localisy26339_1.jpg,,,,,Education & Training,Music Classes,Taloja
Megha Star Karaoke Classes,"Shop no. 7, Plot 69, 70, Maitri St, near Central Bank, Sector 21, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,9820274073,5,11,"educational_institution, point_of_interest, service, establishment",19.0148896,73.0950704,localisy012776,ChIJQammAaXp5zsRs50ZQNEfNAU,photos\localisy13961_1.jpg,,,,,Education & Training,Music Classes,Taloja
Saba's Mehndi Classes,"Marigold Heights, Plot No. 143/A / 145, Flat No. 304 Sector 10, 01, Taloja Phase 1, Taloja Panchanand, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,8976348050,4.9,229,"makeup_artist, tailor, body_art_service, educational_institution, point_of_interest, service, establishment",19.077274799999998,73.0908817,localisy012777,ChIJF_D4I8br5zsRdUbATGyQM-o,photos\localisy04215_1.jpg,,,,,Education & Training,Music Classes,Taloja
The Musical Arena - Kalamboli,"Shop no. 10, Sai Nagar Society, Plot No-26, Sai Nagar, Sector 4, Kalamboli, Panvel, Navi Mumbai, Mumbai, Maharashtra 410218, India",,Roadpali,Panvel,Maharashtra,410218,9967975349,5,16,"store, point_of_interest, establishment",19.0298828,73.0970943,localisy012778,ChIJ-eo3lXfp5zsRLOhMG1Xpjsk,photos\localisy04016_1.jpg,,,,,Education & Training,Music Classes,Taloja
Ilma Ladies Tailoring Classes,"401, D Wing, Mannat Society, Sector 20, Taloja Panchanand, Taloja Phase 2, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,,5,3,"educational_institution, point_of_interest, service, establishment",19.0681577,73.0949687,localisy012779,ChIJIYuHFHzr5zsR15yVSZOK0HQ,,,,,,Education & Training,Music Classes,Taloja
AADI SHAKTI SANGEET KALA KENDRA,"OFFIC NO 22, PLOT 79/80, Green Heritage Cir, near Central Park Metro Road, Sector 20, Kharghar, Panvel, Maharashtra 410210, India",,Kharghar,Panvel,Maharashtra,410210,9137786462,5,8,"point_of_interest, establishment",19.0523278,73.0709837,localisy012780,ChIJNSIrLOLD5zsROTpYISJMPSs,photos\localisy04027_1.jpg,,,,,Education & Training,Music Classes,Taloja
"Visual Art Studio |Art gallery I Professional Art Classes I Drawing Classes for Kids in Kharghar, Navi Mumbai.","Dream Paradise CHS Limited, Shop No.6, Lake side, Plot No.6D, 410210, opp. Sanjeevani school, opp. Sanjeevani school bus stop, Vastu Vihar, Sector 17, Kharghar, Panvel, Maharashtra 410210, India",,Kharghar,Panvel,Maharashtra,410210,7276090913,4.9,84,"art_studio, art_gallery, summer_camp_organizer, educational_institution, store, point_of_interest, service, establishment",19.0474846,73.0821878,localisy012781,ChIJD2FVcbnD5zsRj5R8lWwSs6k,photos\localisy04220_1.jpg,,,,,Education & Training,Music Classes,Taloja
"Art Castle - Dance, Music & Art Studio","Sapphire, Plot 33+34, Sector 22, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,9769602909,4.8,180,"educational_institution, sports_school, point_of_interest, service, establishment",19.0122938,73.09224069999999,localisy012782,ChIJD31L4YPp5zsRSk9U4zjwmLQ,photos\localisy03982_1.jpg,,,,,Education & Training,Music Classes,Taloja
MP Coaching,"Near Ramshet Thakur school, Shop 29, Rekhi Sai Daffodill Backside SHOP, Sector 19, Behind RBL bank ..Backside of Rekhi SAI Daffodil, Near to Sketing garden ,, Next to Bhart Gas Office shop,Backside of RBL BANK , sector 19,, Sector-19, Kharghar, Panvel, Maharashtra 410210, India",,Kharghar,Panvel,Maharashtra,410210,9326461014,4.9,30,"summer_camp_organizer, sports_club, educational_institution, association_or_organization, point_of_interest, service, establishment",19.049465899999998,73.0760225,localisy012783,ChIJNSQas_rD5zsR1-55-AUXpHY,photos\localisy07730_1.jpg,,,,,Education & Training,Music Classes,Taloja
Shifa Mehendi Artist,"Yukta apartment, Taloja Phase 1, Taloja Panchanand, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,,5,21,"body_art_service, educational_institution, point_of_interest, service, establishment",19.0797904,73.0903695,localisy012784,ChIJB9hdpy7r5zsRqVBzV8RB_D0,photos\localisy04223_1.jpg,,,,,Education & Training,Music Classes,Taloja
The Classical & Contemporary Music School,"Vedant Drishti chs B-wing, Plot 4, Sector 19, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,,5,20,"educational_institution, service, point_of_interest, establishment",19.0123376,73.0922265,localisy012785,ChIJxYVG2Zrp5zsRf5NtHRVU_bw,photos\localisy03980_1.jpg,,,,,Education & Training,Music Classes,Taloja
Nrityanjali - The Dance Culture,"shop number- 5. Plot number 258, Shivtirth CHS, Plot 258, Anushaktinagar, Sector 10, Kharghar, Panvel, Maharashtra 410210, India",,Kharghar,Panvel,Maharashtra,410210,8369315481,4.9,46,"educational_institution, sports_school, service, point_of_interest, establishment",19.0356781,73.0767343,localisy012786,ChIJ6YEluHLC5zsRkVhnJRtk73M,photos\localisy04072_1.jpg,,,,,Education & Training,Music Classes,Taloja
ART CASTLE (Kharghar sec 35) - DRAWING | PAINTING | ELEMENTARY | INTERMEDIATE | NID | UCEED | NIFT | ART ENTRANCE EXAM,"Stuti Residency, C/o, Mindseed Preschool Rd, Sector 34 E, Sector 35I, Kharghar, Panvel, Maharashtra 410210, India",,Kharghar,Panvel,Maharashtra,410210,7304551619,4.8,23,"educational_institution, service, point_of_interest, establishment",19.0692973,73.0772987,localisy012787,ChIJM8FR_8jB5zsRI2UV48-uS78,photos\localisy04227_1.jpg,,,,,Education & Training,Music Classes,Taloja
Swar Rang Manch,"Shop -7, Suryakiran CHS, opposite ICICI Bank ATM, near Malvan Tadka, Sector 34, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,9967446051,5,9,"school, educational_institution, service, point_of_interest, establishment",19.0202106,73.0877624,localisy012788,ChIJsVr6FJHD5zsRXussoQc5nQ0,photos\localisy04002_1.jpg,,,,,Education & Training,Music Classes,Taloja
ART CASTLE School of Drawing & Painting,"Shop 1 c/o, Mindseed preschool, Sector 35, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,7304551619,4.9,66,"educational_institution, service, point_of_interest, establishment",19.0227824,73.0873974,localisy012789,ChIJMblemQ7D5zsRYhy4k8tYBlY,photos\localisy03999_1.jpg,,,,,Education & Training,Music Classes,Taloja
Piu's Art Class,"K-424, Block J, Raghunath Vihar, Sector 14, Kharghar, Panvel, Maharashtra 410210, India",,Kharghar,Panvel,Maharashtra,410210,9769514333,5,28,"art_studio, educational_institution, service, point_of_interest, establishment",19.045395,73.073731,localisy012790,ChIJj9_pRuvD5zsR94Sc3igI78Y,photos\localisy26348_1.jpg,,,,,Education & Training,Music Classes,Taloja
Mikku Arts & Crafts Classes,"Haware Splendor Rd, Sector 20, Kharghar, Panvel, Maharashtra 410210, India",,Kharghar,Panvel,Maharashtra,410210,7987524987,5,28,"educational_institution, service, point_of_interest, establishment",19.050725999999997,73.07374899999999,localisy012791,ChIJIa0EbsLD5zsR7SFuC4KRWjQ,photos\localisy26342_1.jpg,,,,,Education & Training,Music Classes,Taloja
Kritiyan Art Classes कृतियां आर्ट क्लासेज़,"Elite Enclave, Anushaktinagar, Sector 10, Kharghar, Panvel, Maharashtra 410210, India",,Kharghar,Panvel,Maharashtra,410210,9867707990,5,14,"educational_institution, service, point_of_interest, establishment",19.0362229,73.0776106,localisy012792,ChIJ4TNApzvD5zsRvawR18Asv-c,photos\localisy26340_1.jpg,,,,,Education & Training,Music Classes,Taloja
Sneha's Stitching Class,"Vastuvihar kh-2/11, 203, Vastu Vihar, Sector 16, Kharghar, Navi Mumbai, Panvel, Maharashtra 410210, India",,Kharghar,Panvel,Maharashtra,410210,8850746714,5,14,"educational_institution, service, point_of_interest, establishment",19.0442456,73.0827616,localisy012793,ChIJe8QnCYfD5zsR5JKWAsPm-Vk,photos\localisy04234_1.jpg,,,,,Education & Training,Music Classes,Taloja
Chhatrachhaya Music Academy,"Office No.03, Plot, Olive Garden, 42, Manas Complex Rd, Moral Villa Society, Sector 18, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,8928030146,4.6,23,"school, educational_institution, service, point_of_interest, establishment",19.0145774,73.08939,localisy012794,ChIJL7u-pLDp5zsR5HrqkbZBCOY,photos\localisy04005_1.jpg,,,,,Education & Training,Music Classes,Taloja
Sounds Of Joy Music Academy,"Shop Number 2, City Light, Plot Number 58A, Sector 21, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,9967952802,4.5,8,"school, educational_institution, service, point_of_interest, establishment",19.0133664,73.09497809999999,localisy012795,ChIJ-9tEtCzo5zsRGikCvHv7j60,photos\localisy03990_1.jpg,,,,,Education & Training,Music Classes,Taloja
Mridangam and Ghatam Classes,"D13,Plot No 1, Vijay Nagri Housing Society, Sector 20, Kharghar, Panvel, Maharashtra 410210, India",,Kharghar,Panvel,Maharashtra,410210,,5,2,"school, educational_institution, service, point_of_interest, establishment",19.0490743,73.0705014,localisy012796,ChIJ70AA1BvC5zsRv_p9KBbV7eo,,,,,,Education & Training,Music Classes,Taloja
Taal Sparsh Tabla Classes,"Shraddha CHS, Plot A- 58/23, Sector 12, Kharghar, Panvel, Maharashtra 410210, India",,Kharghar,Panvel,Maharashtra,410210,8108591237,5,15,"educational_institution, service, point_of_interest, establishment",19.045083299999998,73.06686479999999,localisy012797,ChIJhw_FYOnD5zsRcPkDtfD7R3I,photos\localisy26350_1.jpg,,,,,Education & Training,Music Classes,Taloja
Dedicated Tabla Classes,"Community Hall, 1st floor, Kendriya Vihar, Sector 11 Rd, Sector 11, Kharghar, Panvel, Maharashtra 410210, India",,Kharghar,Panvel,Maharashtra,410210,9619732265,5,9,"store, educational_institution, service, point_of_interest, establishment",19.038045099999998,73.06819759999999,localisy012798,ChIJKfoqKFnD5zsR254CIGDA5tc,photos\localisy26356_1.jpg,,,,,Education & Training,Music Classes,Taloja
Chhatrachhaya Music Academy,"Shop No 10, Keshar Garden CHS, Plot 53, near Ramseth Thakur School, Sector 20, Kharghar, Panvel, Maharashtra 410210, India",,Kharghar,Panvel,Maharashtra,410210,8928030146,5,10,"educational_institution, service, point_of_interest, establishment",19.0451204,73.0623727,localisy012799,ChIJEYDdRj_D5zsR12B_HOF37rI,photos\localisy26344_1.jpg,,,,,Education & Training,Music Classes,Taloja
Kalamoksha Dance Academy,"Roadpali, Kalamboli, Panvel, Maharashtra 410218, India",,Roadpali,Panvel,Maharashtra,410218,9717717139,4.9,29,"sports_school, point_of_interest, establishment",19.0368762,73.10276429999999,localisy012800,ChIJx7fg-WHp5zsRYTi9wZN03RI,photos\localisy04050_1.jpg,,,,,Education & Training,Dance Classes,Taloja
NR Institute Of Dance - Taloja Branch,"Taloja Phase 1 Rd, Petali, Sector 2, Taloja, Mumbai, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,,4,8,"apartment_complex, point_of_interest, service, establishment",19.0807881,73.0910861,localisy012801,ChIJjfblEzTr5zsR_cbLLcGUQ0s,photos\localisy04249_1.jpg,,,,,Education & Training,Dance Classes,Taloja
Kuchipudi Dance Academy,"Ayyappa temple, Sector 15, Kharghar, Panvel, Maharashtra 410210, India",,Kharghar,Panvel,Maharashtra,410210,,5,10,"sports_school, point_of_interest, establishment",19.042469699999998,73.079048,localisy012802,ChIJyc47NjXD5zsRy4XcwTMhfpI,photos\localisy07480_1.jpg,,,,,Education & Training,Dance Classes,Taloja
MH 46 DANCE FITNESS STUDIO,"shop no 01, at, near medical store, Ghot, camp, Taloja, Navi Mumbai, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,8879374371,5,3,"sports_school, point_of_interest, establishment",19.0815829,73.10893089999999,localisy012803,ChIJn5V8-vLr5zsRlMRU6XX8XVs,photos\localisy04255_1.jpg,,,,,Education & Training,Dance Classes,Taloja
Tapasya Dance Academy,"Sector 17, Roadpali, Kalamboli, Panvel, Navi Mumbai, Panvel, Maharashtra 410218, India",,Roadpali,Panvel,Maharashtra,410218,,5,2,"sports_school, point_of_interest, establishment",19.0390496,73.09441679999999,localisy012804,ChIJoTSLyRHp5zsRxNNirgjoHio,photos\localisy01442_1.jpg,,,,,Education & Training,Dance Classes,Taloja
Jhankaar Dance Nrityalaya - II (Kathak & Bharatnatyam),"Neptune Paradise, Plot 27, Sector 35, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,9769602909,5,22,"sports_school, point_of_interest, establishment",19.0226948,73.08731089999999,localisy012805,ChIJLYI2VfXD5zsRopPHR-dQjzI,photos\localisy04057_1.jpg,,,,,Education & Training,Dance Classes,Taloja
Iconic dance and fitness studio,"Shop no-1, Sector 16E, Roadpali, Kalamboli, Panvel, Maharashtra 410218, India",,Roadpali,Panvel,Maharashtra,410218,9833282147,4.5,24,"sports_club, point_of_interest, association_or_organization, establishment",19.0400138,73.0999635,localisy012806,ChIJbaS4MQDp5zsR3B1MsND2-pY,photos\localisy04077_1.jpg,,,,,Education & Training,Dance Classes,Taloja
Beat Bloom Dance & fitness Academy,"upper, near Gazebo Dhaba, Kharghar, Navi Mumbai, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,8369281388,5,8,"sports_school, point_of_interest, establishment",19.0889767,73.07870439999999,localisy012807,ChIJZxP1tMvB5zsRBWUG4grFCDk,photos\localisy04262_1.jpg,,,,,Education & Training,Dance Classes,Taloja
Natural Effects Dance Academy,"Shop No 19, Om Harmony, Plot No 267, near Hex blox building, Anushaktinagar, Sector 10, Kharghar, Panvel, Maharashtra 410210, India",,Kharghar,Panvel,Maharashtra,410210,8879327215,4.8,43,"sports_school, point_of_interest, establishment",19.034534,73.0776166,localisy012808,ChIJaYvvAorD5zsRB2p8ixwEjTI,photos\localisy04264_1.jpg,,,,,Education & Training,Dance Classes,Taloja
FNC DANCE ACADEMY,"Alphabetz International Preschool and BomBay TuTors, Shop No.1, 2 and 3, Suyash Heights, Landmark, next to Trikona Park, Sector 18, Kharghar, Navi Mumbai, Panvel, Maharashtra 410210, India",,Kharghar,Panvel,Maharashtra,410210,,1,1,"dance_hall, event_venue, sports_club, sports_school, point_of_interest, association_or_organization, establishment",19.0469313,73.0800485,localisy012809,ChIJ47fYItnD5zsRy5_RFaBlB1U,photos\localisy04265_1.jpg,,,,,Education & Training,Dance Classes,Taloja
Prabhu's Dream Dance Studio,"Arihant Anshula,shop no.5, prabhus dram dance studio, 2, opposite agastya preschool, Ghot, Ghotgoan, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,7715934775,5,7,"point_of_interest, association_or_organization, establishment",19.0844472,73.1120241,localisy012810,ChIJTcCNx4Pr5zsRrbUWddN46Ts,photos\localisy04266_1.jpg,,,,,Education & Training,Dance Classes,Taloja
House Of Kalas,"House Of Kalas, 1st Floor, Neelkant Avenue, Vastu Vihar, Sector 16, Kharghar, Navi Mumbai, Panvel, Maharashtra 410210, India",,Kharghar,Panvel,Maharashtra,410210,9930127746,5,3,"art_studio, yoga_studio, fitness_center, sports_school, sports_complex, gym, sports_activity_location, health, point_of_interest, service, establishment",19.0446354,73.0816609,localisy012811,ChIJC-GLegDD5zsRC7FJRRSDWnI,photos\localisy04267_1.jpg,,,,,Education & Training,Dance Classes,Taloja
Navarasa Academy of Indian Classical Dance,"Shop no. 1 and 2, Neptune Paradise, Sector 35, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,9137069261,4.9,18,"sports_school, point_of_interest, establishment",19.0227701,73.0874293,localisy012812,ChIJQUm2NB7D5zsR1qjZmEzmnP0,photos\localisy04055_1.jpg,,,,,Education & Training,Dance Classes,Taloja
Elan Dance Academy,"F1/114, 1st Floor, Haware Tiara Complex, above Daily Bazar, Block G, Sector 13, Kharghar, Panvel, Maharashtra 410210, India",,Kharghar,Panvel,Maharashtra,410210,8419938262,4.6,30,"sports_school, point_of_interest, association_or_organization, establishment",19.0466193,73.07261439999999,localisy012813,ChIJpznyZBrC5zsRTFRGczuAdl0,photos\localisy04272_1.jpg,,,,,Education & Training,Dance Classes,Taloja
Navarasa dance Academy of Indian classical Dance,"CIDCO, community center, Block G, Sector 12, Kharghar, Navi Mumbai, Panvel, Maharashtra 410210, India",,Kharghar,Panvel,Maharashtra,410210,,5,19,"sports_school, point_of_interest, establishment",19.0417603,73.06982210000001,localisy012814,ChIJ0-1KyI3D5zsRrmLXT84gpjU,photos\localisy04273_1.jpg,,,,,Education & Training,Dance Classes,Taloja
