Business Name,Address,Area,Locality,City,State,PIN,Mobile,Rating,Reviews,Services,Latitude,Longitude,Listing ID,Google Place ID,Photo 1,Photo 2,Photo 3,Photo 4,Photo 5,Category,Subcategory
Faishon House,"Shop No 63, RIDDHI SIDDHI RESIDENCY, Sec 03, Sector 8, New Panvel East, Panvel, Maharashtra 410206, India",Sector 8,Panvel,Panvel,Maharashtra,410206,+91 79771 78776,4.7,3,"tailor, point_of_interest, service, establishment",19.0027147,73.1210004,localisy17711,ChIJlUd6W3Hp5zsRIJ7x9IeW7Js,photos\localisy18998_1.jpg,,,,,Tailors,
Star ladies tailor,"X4WG+3CR, opposite murli sweet corner, Sector 13, New Panvel East, Panvel, Navi Mumbai, Panvel, Maharashtra 410206, India",Panvel,Panvel,Panvel,Maharashtra,410206,,,,"tailor, point_of_interest, service, establishment",18.9952483,73.1260133,localisy17712,ChIJ67LKXADp5zsRnhH3foNvIH0,,,,,,Tailors,
Mahendra Singh Tailor Shop,"Shop No 4, Building, Sector 8, New Panvel East, Panvel, Maharashtra 410206, India",Sector 8,Panvel,Panvel,Maharashtra,410206,+91 74001 31910,5,1,"tailor, point_of_interest, service, establishment",19.0025313,73.1211229,localisy17713,ChIJLa1LssTp5zsRCqFW5q1iF9Y,photos\localisy19003_1.jpg,,,,,Tailors,
Looks ledies tailor,"X4WF+W3H, Sector 16, New Panvel East, Panvel, Navi Mumbai, Panvel, Maharashtra 410206, India",Panvel,Panvel,Panvel,Maharashtra,410206,,,,"womens_clothing_store, clothing_store, store, point_of_interest, establishment",18.9973057,73.1227352,localisy17715,ChIJiWLSdQDp5zsRENo6Kzx9W60,photos\localisy19009_1.jpg,,,,,Tailors,
Ansari Tailor,"near New Panvel, Ganesh market, Sector 19, New Panvel East, Panvel, Maharashtra 410206, India",Sector 19,Panvel,Panvel,Maharashtra,410206,+91 99303 29511,5,1,"tailor, point_of_interest, service, establishment",18.9977288,73.1230121,localisy17716,ChIJy1HZMrPp5zsRlX9WEc0egzo,,,,,,Tailors,
Shital Ladies Tailor,"Shop No 1, Pragathi Heights, Plot No 82 -86, Sector 34, Kamothe, Panvel, Maharashtra 410209, India",Sector 34,Kamothe,Panvel,Maharashtra,410209,+91 77000 97627,4.9,9,"clothing_store, store, point_of_interest, establishment",19.0198634,73.08645589999999,localisy18660,ChIJrWIHNO_D5zsRf9xu8HMsr1A,photos\localisy21647_1.jpg,,,,,Tailors,
IMAGE PLUS,"Shop No 31, Shubh Kalash Complex, near MALVAN TADKA RESTAURANT, Sector 35, Kamothe, Panvel, Maharashtra 410209, India",Sector 35,Kamothe,Panvel,Maharashtra,410209,+91 98211 18448,4.1,11,"tailor, point_of_interest, service, establishment",19.0204574,73.0881058,localisy18662,ChIJQQu3dQ3p5zsRCt2ihHm2j_Q,photos\localisy21649_1.jpg,,,,,Tailors,
Shraddha Tailoring Classes,"Shop no ,11 plot, no 37, Moreshwar Complex, Sector 21, Kamothe, Turbhe, Panvel, Maharashtra 410209, India",Kamothe,Kamothe,Panvel,Maharashtra,410209,+91 97694 14231,4.6,16,"clothing_store, tailor, womens_clothing_store, store, point_of_interest, service, establishment",19.0136995,73.09899279999999,localisy18666,ChIJG_qmUy3o5zsR5i150e1YkwA,photos\localisy09111_1.jpg,,,,,Tailors,
Vijay Tailors,"plot no.25, near vijaya bank, Moral Villa Society, Sector 18, Kamothe, Panvel, Maharashtra 410209, India",Sector 18,Kamothe,Panvel,Maharashtra,410209,+91 88507 32423,4.8,4,"tailor, point_of_interest, service, establishment",19.0135023,73.090447,localisy18667,ChIJaWzxJ9Xp5zsR8HbjrZSkefk,photos\localisy21655_1.jpg,,,,,Tailors,
New S M Tailor,"Ashirwad Complex, Plot no 180, behind BHAGWATI HERITAGE, Sector 21, Kamothe, Panvel, Maharashtra 410209, India",Sector 21,Kamothe,Panvel,Maharashtra,410209,+91 96991 17188,5,1,"tailor, point_of_interest, service, establishment",19.0139626,73.0965346,localisy18668,ChIJKYUEfW3p5zsRdryTv8-HgnE,photos\localisy21656_1.jpg,,,,,Tailors,
Kamothe Aryan foam center,"238V+5Q7, Sector 20, Kamothe, Panvel, Navi Mumbai, Panvel, Maharashtra 410209, India",Panvel,Kamothe,Panvel,Maharashtra,410209,,3.7,3,"tailor, point_of_interest, service, establishment",19.0154125,73.0944219,localisy18670,ChIJAxHdeADp5zsROt1CUAB_So4,photos\localisy21657_1.jpg,,,,,Tailors,
TOP FASHION TAILORS,"12, Kamothe Marg, Jui-Kamothe, Sector 7, Kamothe, Panvel, Maharashtra 410209, India",Sector 7,Kamothe,Panvel,Maharashtra,410209,+91 88989 51788,5,2,"clothing_store, store, point_of_interest, establishment",19.0232219,73.0927091,localisy18672,ChIJ_UwQOdfp5zsREqxCcHti6kM,photos\localisy21658_1.jpg,,,,,Tailors,
Heena fashion ladies tailors,"23CR+6HM Heena fashion ladies tailor, Sector 11, Kamothe, Panvel, Maharashtra 410209, India",Sector 11,Kamothe,Panvel,Maharashtra,410209,,5,1,"tailor, service, point_of_interest, establishment",19.0205826,73.0914149,localisy18673,ChIJXQ9ZZgDp5zsRn3n6MVq5mEE,,,,,,Tailors,
Famous Tailors,"Shopno-42,Indra Aangan,Sec-9,Khanda colony New Panvel(w), Sector 9, Greater Khanda, Panvel, Maharashtra 410206, India",Sector 9,Panvel,Panvel,Maharashtra,410206,+91 99204 08607,4.5,19,"tailor, service, point_of_interest, establishment",19.0063487,73.11202449999999,localisy18679,ChIJYxgWAEro5zsREgModlnL_Gk,photos\localisy08930_1.jpg,,,,,Tailors,
Mahalaxmi ladies tailor,"KAMOTHE sector -7 Shop - 2, plot -16, Shop - 2, plot -16, Shalome CHS, Sector 7, Kamothe, Panvel, Maharashtra 410209, India",Sector 7,Kamothe,Panvel,Maharashtra,410209,+91 83569 21002,3,2,"womens_clothing_store, clothing_store, store, point_of_interest, establishment",19.0225309,73.0924303,localisy18680,ChIJNehPkBzp5zsRU3WM7Jml5VE,photos\localisy21669_1.jpg,,,,,Tailors,
Shree Varadvinayak Ladies Tailor,"Shop No. 3, Plot No.93, Sector 21, Kamothe, Panvel, Maharashtra 410209, India",Sector 21,Kamothe,Panvel,Maharashtra,410209,+91 76662 14668,5,1,"tailor, service, point_of_interest, establishment",19.0143823,73.09525529999999,localisy18681,ChIJ80VU7Ffp5zsR6NMSG5LYdzY,photos\localisy21670_1.jpg,,,,,Tailors,
ARROW STITCH MENS TAILOR,"Shop 01 plot no. 60 Sector 21, Tiripati Balaji Bldg, Sector 18, Kamothe, Panvel, Maharashtra 410209, India",Sector 18,Kamothe,Panvel,Maharashtra,410209,+91 93217 88949,,,"tailor, service, point_of_interest, establishment",19.0144406,73.0929692,localisy18684,ChIJiwGrbK3p5zsRn5P3f7FDpZs,photos\localisy21672_1.jpg,,,,,Tailors,
Shri Mahalaxmi Ladies Tailor and Matching Center,"SHOP-16, PLOT-43, Nirmala CHS, SURMALHAR, Kamothe, Panvel, Maharashtra 410209, India",SURMALHAR,Kamothe,Panvel,Maharashtra,410209,,5,4,"clothing_store, womens_clothing_store, tailor, store, service, point_of_interest, establishment",19.0242401,73.08900299999999,localisy18686,ChIJoRexNBPp5zsR3PCcE2v930I,photos\localisy21673_1.jpg,,,,,Tailors,
Ada Boutique,"Shop No 10, Haware Nirmiti, Sector 22, Kamothe, Panvel, Maharashtra 410209, India",Sector 22,Kamothe,Panvel,Maharashtra,410209,+91 97685 28657,5,3,"tailor, service, point_of_interest, establishment",19.0128577,73.1027785,localisy18687,ChIJL2PkWQDp5zsRCH235i8OLYE,,,,,,Tailors,
MANISHA LADIES TAILOR,"Shop No 2, Riddhi Apartment, opposite BHUMIKA DAIRY, Sector 35, Kamothe, Panvel, Maharashtra 410209, India",Sector 35,Kamothe,Panvel,Maharashtra,410209,+91 81085 46203,5,2,"tailor, service, point_of_interest, establishment",19.0217102,73.0883656,localisy18689,ChIJ2wNP3xTp5zsRDmx-0qw765k,,,,,,Tailors,
A R gents tailor,"Devashish apt plot 46, shop 1, Sector 5, Kamothe, Panvel, Maharashtra 410209, India",Sector 5,Kamothe,Panvel,Maharashtra,410209,+91 80821 40778,,,"tailor, service, point_of_interest, establishment",19.0221109,73.0957961,localisy18690,ChIJOZYMHdHp5zsRcJlezf5HKjc,photos\localisy21679_1.jpg,,,,,Tailors,
Rajeev Tailor Shop,"Shop No 1, Sector - 17, Kamothe, Panvel, Maharashtra 410209, India",Sector - 17,Kamothe,Panvel,Maharashtra,410209,+91 91199 94751,5,1,"tailor, point_of_interest, service, establishment",19.0155898,73.08948649999999,localisy18692,ChIJd-FOnlrp5zsRuWCba_zUT0k,photos\localisy21681_1.jpg,,,,,Tailors,
Yuvaraj Tailor,"Shop No 18, Bonzer Galaxy Society, Sector 10, Kamothe, Panvel, Maharashtra 410209, India",Sector 10,Kamothe,Panvel,Maharashtra,410209,+91 82862 29225,2.3,3,"clothing_store, store, point_of_interest, establishment",19.0188667,73.0921678,localisy18693,ChIJs2ahM03p5zsRiR2bAZ9sXhE,photos\localisy21682_1.jpg,,,,,Tailors,
MARK-10 TAILORS,"Shop No 4, Sector 10, Khanda Colony, Panvel, Maharashtra 410206, India",Sector 10,Panvel,Panvel,Maharashtra,410206,+91 92212 78860,4.9,10,"tailor, point_of_interest, service, establishment",19.0050828,73.1118497,localisy18694,ChIJ5f9CGEjo5zsRuDcnd5XkRXc,,,,,,Tailors,
Sitara Ladies Tailor,"Shop No.9, Padmavati Tower, Sector 8, Kamothe, Panvel, Maharashtra 410209, India",Sector 8,Kamothe,Panvel,Maharashtra,410209,+91 90292 60962,5,1,"tailor, store, point_of_interest, service, establishment",19.020787,73.094975,localisy18695,ChIJywJlONHp5zsRrMdd1IeTAVg,,,,,,Tailors,
Nanda Tailor,"Shop no 3, Gayatri Dham, plot no 45, near Prayag sankalp, Sector 20, Kamothe, Panvel, Maharashtra 410209, India",Sector 20,Kamothe,Panvel,Maharashtra,410209,+91 98698 36328,,,"clothing_store, store, point_of_interest, establishment",19.0171443,73.0970779,localisy18696,ChIJ8Qd1uJzp5zsR4LkEiNgi0os,photos\localisy21687_1.jpg,,,,,Tailors,
Sheetal Ladies Tailor and Matching Centre,"Shop no 3, Suraj Residency, Sector 19, Kamothe, Panvel, Maharashtra 410209, India",Sector 19,Kamothe,Panvel,Maharashtra,410209,+91 91672 07265,,,"tailor, supplier, clothing_store, store, point_of_interest, manufacturer, service, establishment",19.0140566,73.0911185,localisy18697,ChIJR1jFoUrp5zsRC3y8u7o7iMo,photos\localisy21688_1.jpg,,,,,Tailors,
MORYA SUITING SHIRTING AND TAILORS,"Shop No 27, HAWARE VRUNDAVAN CHS, Near CIDDCO GARDEN, Sector 9, Khanda Colony, Panvel, Maharashtra 410206, India",Sector 9,Panvel,Panvel,Maharashtra,410206,+91 91377 93407,4.7,3,"tailor, point_of_interest, service, establishment",19.0088423,73.1131809,localisy18699,ChIJ7YMajkno5zsRFhuXjTLDHUg,,,,,,Tailors,
Soni ladies tailor,"23, Sector 15, Kamothe, Panvel, Maharashtra 410209, India",Sector 15,Kamothe,Panvel,Maharashtra,410209,,,,"tailor, point_of_interest, service, establishment",19.0113635,73.0944972,localisy18700,ChIJJay1RgDp5zsR36b26BYAoPE,,,,,,Tailors,
Master Tailors,"Shop no.1, Sector 9 mangal, Parshwa Jyot CHS Rd, Sector 7, Khanda Colony, Panvel, Maharashtra 410206, India",Sector 7,Panvel,Panvel,Maharashtra,410206,+91 98206 95223,5,4,"tailor, point_of_interest, service, establishment",19.009119,73.11293599999999,localisy18701,ChIJCYjljUno5zsRkZmqu26LyLs,photos\localisy19001_1.jpg,,,,,Tailors,
GULSHAN TAILOR,"Kamothe, Shop No.6, PLOT NUMBER, 3, Sector 35, Kamothe, Panvel, Maharashtra 410209, India",Sector 35,Kamothe,Panvel,Maharashtra,410209,+91 98670 05904,,,"tailor, point_of_interest, service, establishment",19.020501,73.08903959999999,localisy18702,ChIJoxMvIxfp5zsRE4rimKAuLWo,,,,,,Tailors,
Kalpana ladies tailor,"plot number 167, near near Tower, Sector 21, Kamothe, Panvel, Maharashtra 410209, India",Sector 21,Kamothe,Panvel,Maharashtra,410209,+91 77788 77756,,,"tailor, clothing_store, store, point_of_interest, service, establishment",19.014474,73.09572770000001,localisy18704,ChIJa-g-OtPp5zsRjvJIPLxnd9k,photos\localisy21698_1.jpg,,,,,Tailors,
SHIVAM TAILOR LADIES SPECIALISTS,"Shop No 2, NL - 1 Type, Sector 8, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 8,Nerul,Navi Mumbai,Maharashtra,400706,+91 86528 74718,5,2,"tailor, service, point_of_interest, establishment",19.0384548,73.01699789999999,localisy20405,ChIJien4LJ_D5zsRvvcdPn9pTLE,,,,,,Tailors,
Gulshan Tailors,"Janta Market, 22R9+7RP, Best Bus Depot Rd, Nerul East, Sector 3, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 3,Nerul,Navi Mumbai,Maharashtra,400706,+91 93242 15384,4.5,2,"tailor, service, point_of_interest, establishment",19.040713,73.0195724,localisy20406,ChIJKwIa1MLD5zsRAMcWbU9dgoA,,,,,,Tailors,
Saawariya,"Shop No 2, NL-6, Sector 15, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 15,Nerul,Navi Mumbai,Maharashtra,400706,+91 79771 98298,4.1,21,"tailor, service, point_of_interest, establishment",19.0346496,73.0194502,localisy20407,ChIJj3a4aXjD5zsRUoSwf41b2wY,photos\localisy27414_1.jpg,,,,,Tailors,
Yes Madam Ladies Tailors,"Sirvane Sec 1nerul, Shop No 1, Sector 1, Shiravane, Nerul, Navi Mumbai, Maharashtra 400706, India",Shiravane,Nerul,Navi Mumbai,Maharashtra,400706,+91 81080 84315,4.8,8,"tailor, service, point_of_interest, establishment",19.0472601,73.0195755,localisy20408,ChIJ767xBl7D5zsRf8y8Iirnzuk,photos\localisy27418_1.jpg,,,,,Tailors,
Saheli Dress,"Shop B 20, Sector 8, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 8,Nerul,Navi Mumbai,Maharashtra,400706,+91 99675 81353,4.6,7,"clothing_store, store, point_of_interest, establishment",19.0420712,73.01661890000001,localisy20409,ChIJ0zx_U17D5zsRJLWhtiDbSEE,photos\localisy27422_1.jpg,,,,,Tailors,
Sakshi Ladies Tailors,"Ex-Servicemen Complex, Shop No-B-19, Rajiv Gandhi Bridge, Ahilya Gokul Patil Rd, Nerul East, Shiravane, Nerul, Navi Mumbai, Maharashtra 400706, India",Shiravane,Nerul,Navi Mumbai,Maharashtra,400706,+91 99670 92948,5,2,"tailor, service, point_of_interest, establishment",19.0437232,73.01922809999999,localisy20410,ChIJNV35p93D5zsRwU1wSGWbCD4,photos\localisy27423_1.jpg,,,,,Tailors,
Mehejbeen Ladies Tailor,"Nerul, Number 42, NL - 4 Type, Sector : 11, Sector 11, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 11,Nerul,Navi Mumbai,Maharashtra,400706,+91 90827 49711,5,2,"tailor, service, point_of_interest, establishment",19.0371181,73.0207999,localisy20411,ChIJezxCDdTD5zsRg88vOJ7U7EU,photos\localisy27426_1.jpg,,,,,Tailors,
Shiva Saree and Cutpiece Center,"Shop No. 15, Devdarshan Apartment, No.- 11, Sec, Bus Depot Road, near St. Augustine High School, Nerul East, Nerul (E, Nerul, Navi Mumbai, Maharashtra 400706, India",Nerul (E,Nerul,Navi Mumbai,Maharashtra,400706,+91 98673 29139,4.6,36,"clothing_store, womens_clothing_store, tailor, home_goods_store, store, service, point_of_interest, establishment",19.0384467,73.0201637,localisy20412,ChIJa8rVAMPD5zsRwuLrS9e-bkc,photos\localisy27427_1.jpg,,,,,Tailors,
Prabhavathi Tailor,"615, Gaon, Sector 20, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 20,Nerul,Navi Mumbai,Maharashtra,400706,,,,"tailor, service, point_of_interest, establishment",19.0355457,73.01504349999999,localisy20413,ChIJGY1dTQDD5zsR_1UV2zHkgQE,,,,,,Tailors,
Needa Ladies Tailor & Thread House,"Shop No 5, Sarsole Gaon, Sector 6, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 6,Nerul,Navi Mumbai,Maharashtra,400706,+91 96532 80318,5,3,"tailor, clothing_store, store, service, point_of_interest, establishment",19.041332,73.0114795,localisy20414,ChIJWbSfDubD5zsRAAAAsBisVyk,,,,,,Tailors,
Samiksha Ladies Tailor,"Sukh Samrudhi Apt, Shop No. 01, Bldg No.57, Near Sarsole, Bus Depot, Arunodaya Society, Sarsola Village, Sector 6, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 6,Nerul,Navi Mumbai,Maharashtra,400706,+91 73013 03555,5,1,"tailor, service, point_of_interest, establishment",19.0410068,73.01413749999999,localisy20415,ChIJyett0-fD5zsRW338dgY4JIc,photos\localisy27433_1.jpg,,,,,Tailors,
Jamshed Tailor Shop,"Omkar Apartments, NL - 4 Type, Sector : 11, Sector 11, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 11,Nerul,Navi Mumbai,Maharashtra,400706,+91 77380 61317,5,2,"tailor, service, point_of_interest, establishment",19.0373671,73.02048239999999,localisy20416,ChIJ5T2CsyHD5zsRnoi6G13Ijqc,,,,,,Tailors,
Krishna Tailor,"Shop No 5, Dharshana Society, Nerul West, Nerul, Navi Mumbai, Maharashtra 400706, India",Nerul West,Nerul,Navi Mumbai,Maharashtra,400706,+91 70217 99427,3.7,3,"tailor, service, point_of_interest, establishment",19.0400822,73.0145179,localisy20418,ChIJ1XqQE-jD5zsRoTQ9GvyCvQI,photos\localisy27435_1.jpg,,,,,Tailors,
Latest Tailor,"Shop No 3, Sec 1, Shiravane, Nerul, Navi Mumbai, Maharashtra 400706, India",Shiravane,Nerul,Navi Mumbai,Maharashtra,400706,+91 89287 63376,4.5,2,"clothing_store, store, point_of_interest, establishment",19.043965,73.0193954,localisy20419,ChIJa_D_37LD5zsRQTkie3YrQqY,photos\localisy27436_1.jpg,,,,,Tailors,
Sabreen Tailors,"Shivam apartment, Nerul East, Sector 20, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 20,Nerul,Navi Mumbai,Maharashtra,400706,,3,2,"tailor, service, point_of_interest, establishment",19.0355672,73.016571,localisy20420,ChIJLbxEj7zD5zsR6XADsRuvznE,photos\localisy27437_1.jpg,,,,,Tailors,
STITCH WELL TAILOR,"NL-4, no. 4, NL - 4 Type, Sector : 11, Sector 11, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 11,Nerul,Navi Mumbai,Maharashtra,400706,+91 97681 09263,5,5,"tailor, service, point_of_interest, establishment",19.0374898,73.0206098,localisy20421,ChIJt7RhR4LD5zsRb6-MY4zaMyE,,,,,,Tailors,
He man man's wear,"A plot no 68, Shop no -16, Panchratna Society, Sector 16, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 16,Nerul,Navi Mumbai,Maharashtra,400706,+91 81697 86181,4,2,"clothing_store, store, point_of_interest, establishment",19.035688,73.01205399999999,localisy20422,ChIJnxJ5IN7D5zsRB7CLmmSkrIo,photos\localisy27439_1.jpg,,,,,Tailors,
PRAWEZ TAILOR,"Shop No 1, Meena Tai Hospital, Nerul East, Sector 21, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 21,Nerul,Navi Mumbai,Maharashtra,400706,+91 97686 89782,5,1,"tailor, point_of_interest, service, establishment",19.0334561,73.0213591,localisy20423,ChIJ0XB3GZ3D5zsROTK-RsycWBI,photos\localisy27442_1.jpg,,,,,Tailors,
Femina Ladies Tailor,"Shop no 5, Balaji recidency, Balaji Mandir Rd, sector-20, Nerul West, Nerul, Navi Mumbai, Maharashtra 400706, India",Nerul West,Nerul,Navi Mumbai,Maharashtra,400706,+91 74986 30408,4,5,"tailor, womens_clothing_store, clothing_store, store, point_of_interest, service, establishment",19.0328365,73.0157476,localisy20424,ChIJ5XjXOyfD5zsRqkG0_ICNKI8,photos\localisy27443_1.jpg,,,,,Tailors,
Creative Enterprises,"Shop No 02, Pandit Sadan Blg, Plot 0360, Nerul East, Sector 20, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 20,Nerul,Navi Mumbai,Maharashtra,400706,+91 81082 14836,5,1,"tailor, point_of_interest, service, establishment",19.0361549,73.01596889999999,localisy20426,ChIJdY0oQIvD5zsR2a9_BW49aBw,photos\localisy27444_1.jpg,,,,,Tailors,
Divya Tailor,"Shop No 20 Rajnigamdha Bldg, Dharshana Society, Sector 20, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 20,Nerul,Navi Mumbai,Maharashtra,400706,+91 72082 79319,5,1,"tailor, point_of_interest, service, establishment",19.0370664,73.0137768,localisy20427,ChIJA5xjCOnD5zsRitCteb4qfA0,,,,,,Tailors,
Action Tailors,"Shop No 3/5, near Railway Station, NL - 1 Type, Sector 10, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 10,Nerul,Navi Mumbai,Maharashtra,400706,+91 98193 54237,4,2,"tailor, clothing_store, store, point_of_interest, service, establishment",19.0366486,73.01674969999999,localisy20428,ChIJDenUJcbD5zsRl8hqZq9wiLs,,,,,,Tailors,
Khushi Ladies Tailer,"Shop No 02, Sector 20, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 20,Nerul,Navi Mumbai,Maharashtra,400706,+91 97020 41864,4.3,3,"clothing_store, store, point_of_interest, establishment",19.0354185,73.0127626,localisy20429,ChIJjcjHaNjD5zsR1y6BtImBzTs,,,,,,Tailors,
Kailash Tailor,"Shop No 5, Mahek Oop, Meena Tai Thakrai Hospital, At, Nerul East, Sector 21, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 21,Nerul,Navi Mumbai,Maharashtra,400706,+91 90824 01514,5,1,"tailor, point_of_interest, service, establishment",19.0332911,73.02130149999999,localisy20430,ChIJ_alHYenD5zsR8eRbY8EL-W8,,,,,,Tailors,
Shama Fashion Tailors,"NL-1B ,79/7 ,shop no 1, shree ganesh chs Gaondevi road ,Marg, west, NL - 1 Type, Sector 10, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 10,Nerul,Navi Mumbai,Maharashtra,400706,+91 90045 64982,,,"tailor, point_of_interest, service, establishment",19.0378399,73.0154826,localisy20431,ChIJwYhGNejD5zsREDrW2H23vAI,photos\localisy27449_1.jpg,,,,,Tailors,
3 Star Tailors,"Market, Sector 1, Shiravane, Nerul, Navi Mumbai, Maharashtra 400706, India",Shiravane,Nerul,Navi Mumbai,Maharashtra,400706,,5,2,"tailor, point_of_interest, service, establishment",19.045687,73.019696,localisy20432,ChIJ9cR-y93D5zsR25X6amVU7MM,,,,,,Tailors,
Mominur Shop,"Sector 08, Nerul Rd, Dharshana Society, Nerul West, Nerul, Navi Mumbai, Maharashtra 400706, India",Nerul West,Nerul,Navi Mumbai,Maharashtra,400706,+91 77381 27539,5,1,"tailor, point_of_interest, service, establishment",19.0404661,73.0144736,localisy20433,ChIJs-4XasLD5zsRmRWzHfgOiY4,,,,,,Tailors,
Haneefa Naaz Tailors,"Shop No 2, Sector 20, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 20,Nerul,Navi Mumbai,Maharashtra,400706,+91 84240 01935,,,"tailor, point_of_interest, service, establishment",19.0345825,73.01424329999999,localisy20435,ChIJeWKUKerD5zsRahopK9TpvR0,,,,,,Tailors,
Aqsaa Tailoring Cum Boutique,"Shop No.D4,Navdurga CHS,Plot No.7/7A, Kamaladevi Birajdar Marg, Nerul East, Sector 19A, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 19A,Nerul,Navi Mumbai,Maharashtra,400706,+91 77386 67626,3,4,"tailor, clothing_store, store, point_of_interest, service, establishment",19.030448,73.02455739999999,localisy20436,ChIJW1zbZsfD5zsRsEW5xBlWgIs,photos\localisy27460_1.jpg,,,,,Tailors,
L. K. Tailors,"Hong Kong Arcade, Rd Number 16, Sector 19, New Panvel East, Panvel, Maharashtra 410206, India",Sector 19,Panvel,Panvel,Maharashtra,410206,+91 90824 87427,3.8,18,"tailor, service, point_of_interest, establishment",18.9972549,73.12271439999999,localisy20788,ChIJjbeTNkPo5zsRWP0Eh1KmAIQ,photos\localisy08955_1.jpg,,,,,Tailors,
Monark Tailors,"Shop No 12, Pooja Complex, 32, opp. Railway Station, Sector 17, New Panvel East, Panvel, Maharashtra 410206, India",Sector 17,Panvel,Panvel,Maharashtra,410206,+91 91670 98768,4.4,9,"tailor, service, point_of_interest, establishment",18.9924516,73.12256640000001,localisy20789,ChIJyyx6D2jo5zsRA_QVthqLfi0,photos\localisy08944_1.jpg,,,,,Tailors,
The Soul Tattoo,"1 st floor, Orion Mall, Mumbra - Panvel Hwy, near st Bus depot, Forest Colony, Panvel, Maharashtra 410206, India",near st Bus depot,Panvel,Panvel,Maharashtra,410206,,3.4,10,"body_art_service, point_of_interest, establishment",18.9933457,73.115678,localisy02877,ChIJb6_z1TLp5zsRCAztAorpzp4,photos\localisy01591_1.jpg,,,,,Tattoo Studios,
ink psycho 2 tattoo studio,"Shop no.87, Shiva Complex, Ganesh market, Sector 12, New Panvel East, Panvel, Maharashtra 410206, India",Sector 12,Panvel,Panvel,Maharashtra,410206,+91 95943 63531,4,9,"body_art_service, service, store, point_of_interest, establishment",18.9981356,73.12574029999999,localisy02880,ChIJow1LfqPp5zsR8mI0F1YNFjA,photos\localisy01592_1.jpg,,,,,Tattoo Studios,
BAJRANGI TATTOOZ & MERCHANDIZE,"DAV school, Sector-9, New Panvel East, Panvel, Maharashtra 410206, India",Sector-9,Panvel,Panvel,Maharashtra,410206,+91 70396 05138,5,13,"body_art_service, store, point_of_interest, service, establishment",19.0024033,73.1223464,localisy02895,ChIJfX0jQabp5zsRGS0bVN5q6LA,photos\localisy01604_1.jpg,,,,,Tattoo Studios,
Skyline tattoo,"gala no 60, Ganesh market, Sector 11, New Panvel East, Panvel, Maharashtra 410206, India",Sector 11,Panvel,Panvel,Maharashtra,410206,+91 87678 51523,5,3,"body_art_service, point_of_interest, establishment",18.9968292,73.1233744,localisy02898,ChIJe027B9_p5zsRy0NFFAAINcY,photos\localisy01606_1.jpg,,,,,Tattoo Studios,
Ink Passion Tattoo And Art Studio,"Swami Co Oporative Housing Society, near Life Line Hospital, near Orion Mall, Old Panvel, Panvel, Maharashtra 410206, India",near Orion Mall,Panvel,Panvel,Maharashtra,410206,,,,"body_art_service, store, point_of_interest, service, establishment",18.9915429,73.11461229999999,localisy02902,ChIJ-7dyY2ro5zsR8obl7SHVgDY,,,,,,Tattoo Studios,
SM Tattoo Planet & Piercing,"Shop 25, Raigad Mini Market, sec-9, khanda Colony, Sector 9, New Panvel East, Panvel, Maharashtra 410206, India",Sector 9,Panvel,Panvel,Maharashtra,410206,+91 93247 85823,,,"body_art_service, point_of_interest, establishment",19.0070565,73.111994,localisy02908,ChIJh8HT0Lrp5zsRCUhfXjoM5M4,photos\localisy01614_1.jpg,,,,,Tattoo Studios,
NIDHI TATTOOS,"Shop no 24, behind post office, Ganesh market, Sector 12, New Panvel East, Panvel, Maharashtra 410206, India",Sector 12,Panvel,Panvel,Maharashtra,410206,+91 84338 00766,5,2,"body_art_service, store, point_of_interest, service, establishment",18.9965044,73.1241756,localisy02916,ChIJ-ftQa2Lp5zsRDwxWxIicVzk,photos\localisy01620_1.jpg,,,,,Tattoo Studios,
