Business Name,Address,Area,Locality,City,State,PIN,Mobile,Rating,Reviews,Services,Latitude,Longitude,Listing ID,Google Place ID,Photo 1,Photo 2,Photo 3,Photo 4,Photo 5,Category,Subcategory,Search Locality
Jagannath Mandira,"238P+5X6, Old VSNL Colony, Sector - 17, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,,5,2,"hindu_temple, place_of_worship, association_or_organization, point_of_interest, establishment",19.0154083,73.08738640000001,localisy021205,ChIJU8yBNwDD5zsRuIVHoSqtzbY,photos\localisy22057_1.jpg,,,,,Religious & Spiritual,Temples,Kamothe
Ganesh Temple,"23GV+54R, Kamothe Marg, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,,4.3,18,"hindu_temple, place_of_worship, association_or_organization, point_of_interest, establishment",19.0254948,73.092779,localisy021206,ChIJoZsP5dnp5zsRxcrG5ov1xRo,photos\localisy22058_1.jpg,,,,,Religious & Spiritual,Temples,Kamothe
Ganesh Temple,"Building No. 12, Sector 34 Seaface, Sector 34, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,,4.8,9,"hindu_temple, place_of_worship, association_or_organization, point_of_interest, establishment",19.0185887,73.08580599999999,localisy021207,ChIJn5nrzHjC5zsRPwMWsObp5w0,photos\localisy22059_1.jpg,,,,,Religious & Spiritual,Temples,Kamothe
"Sant Shri Gajanan Maharaj Mandir, Kamothe","Shree Shankar Heights, 56, near Shiv, Sector 36, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,,5,3,"hindu_temple, place_of_worship, association_or_organization, point_of_interest, establishment",19.0255098,73.0892223,localisy021208,ChIJS3aEBgDp5zsRNYXgau-MwNw,photos\localisy22061_1.jpg,,,,,Religious & Spiritual,Temples,Kamothe
Vighnaharta Sankatmochan Mandir,"no 14, 14D, 14E, Old VSNL Colony, Sector - 17, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,,5,13,"hindu_temple, place_of_worship, association_or_organization, point_of_interest, establishment",19.0148145,73.08773,localisy021209,ChIJu9ebDwDp5zsRarqsg68aGvw,photos\localisy22062_1.jpg,,,,,Religious & Spiritual,Temples,Kamothe
Shri Dattaguru Temple,"Pin, Plot 11, Sector 8, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,,5,1,"hindu_temple, place_of_worship, association_or_organization, point_of_interest, establishment",19.0209452,73.093909,localisy021210,ChIJN9VBNNHp5zsRxm9_bBeLHvY,photos\localisy22063_1.jpg,,,,,Religious & Spiritual,Temples,Kamothe
Shree Ganesh Temple Patil Parivar,"238R+RJ8, Kamothe Gaon Rd, Sector 14, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,,4.9,10,"hindu_temple, place_of_worship, association_or_organization, point_of_interest, establishment",19.017032999999998,73.0915666,localisy021211,ChIJdecIRdTp5zsRosu4-l9LFt0,photos\localisy22064_1.jpg,,,,,Religious & Spiritual,Temples,Kamothe
Ganpati Temple,"Rajesh prabhudas Mhatre, Kamothe gaon, near shiv Mandir, Sector 14, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,,4.8,6,"place_of_worship, association_or_organization, point_of_interest, establishment",19.0167607,73.0921245,localisy021212,ChIJz0Z3XdTp5zsRn6mZReLenB0,photos\localisy22065_1.jpg,,,,,Religious & Spiritual,Temples,Kamothe
"Swami Samarth Math, panvel","Gaavdevi paada, near Jaakhmata temple, Old Panvel, Panvel, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,,4.9,347,"hindu_temple, place_of_worship, association_or_organization, point_of_interest, establishment",18.9905601,73.1111038,localisy021213,ChIJP2DANRXo5zsR_Sm_rMaBlXg,photos\localisy09251_1.jpg,,,,,Religious & Spiritual,Temples,Kamothe
BHUJ DHAM KAMOTHE,"2462+2FC, Sector-25, Khandeshwar, Panvel, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,,3.9,7,"hindu_temple, place_of_worship, association_or_organization, point_of_interest, establishment",19.0100594,73.1011532,localisy021214,ChIJkwwMcarp5zsRvkxpFoqvJKw,photos\localisy22068_1.jpg,,,,,Religious & Spiritual,Temples,Kamothe
Ram mandir,"Panvel, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,,4.5,41,"hindu_temple, place_of_worship, association_or_organization, point_of_interest, establishment",19.015744200000004,73.0832732,localisy021215,ChIJO6UhjH7C5zsRKiy_POuR9T0,photos\localisy22070_1.jpg,,,,,Religious & Spiritual,Temples,Kamothe
Shiv Temple,"238V+P56, Sector 16, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,,,,"hindu_temple, place_of_worship, association_or_organization, point_of_interest, establishment",19.0167961,73.0928976,localisy021216,ChIJe-59UADp5zsRLkNrs0p4XNA,,,,,,Religious & Spiritual,Temples,Kamothe
"Shree sangameshvar shiv mandir jui gaon,kamothe","234H+QG, Panvel, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,,5,5,"hindu_temple, place_of_worship, association_or_organization, point_of_interest, establishment",19.0069688,73.07890499999999,localisy021217,ChIJ2ecKYgLD5zsR68lZu5YNoZ0,photos\localisy22072_1.jpg,,,,,Religious & Spiritual,Temples,Kamothe
Cheroba Temple Kamothe Gaon,"238W+V52, Sector 10, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,,4.6,5,"hindu_temple, place_of_worship, association_or_organization, point_of_interest, establishment",19.0171281,73.0953784,localisy021218,ChIJ4YvSotPp5zsRgDV9TK1xa50,photos\localisy22073_1.jpg,,,,,Religious & Spiritual,Temples,Kamothe
KAMOTHYACHA RAJA,"Channel Nest, 1, Shalome CHS, Sector 7, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,,5,8,"hindu_temple, place_of_worship, association_or_organization, point_of_interest, establishment",19.0225693,73.0918238,localisy021219,ChIJx-lEqVnp5zsR94yYwlyh2J8,photos\localisy22074_1.jpg,,,,,Religious & Spiritual,Temples,Kamothe
Nalanda Buddha Vihar Trust,"23CR+59P, Sector 11, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,,4.3,46,"place_of_worship, association_or_organization, point_of_interest, establishment",19.0204722,73.0909444,localisy021220,ChIJO3rE9Nbp5zsRtMPqv7YOi4g,photos\localisy22077_1.jpg,,,,,Religious & Spiritual,Temples,Kamothe
Shree Swami Samarth Mandir,"PL-5B,Tirthraj Apartment Owners Association, Khanda Colony, Sector 9, Khanda Colony, Panvel, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,,4.6,17,"hindu_temple, place_of_worship, association_or_organization, point_of_interest, establishment",19.0065265,73.1127128,localisy021221,ChIJGWUWNUjo5zsRsm_0a2GV1e0,photos\localisy22079_1.jpg,,,,,Religious & Spiritual,Temples,Kamothe
Shree nirmal ganesh dhyan mandir kamothe,"238W+JJX, Sector 20, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,,5,1,"place_of_worship, association_or_organization, point_of_interest, establishment",19.016622299999998,73.0966019,localisy021222,ChIJQXZrUQDp5zsRDZVzg-aXb8Y,,,,,,Religious & Spiritual,Temples,Kamothe
Maharishi Valmiki Mandir,"Valmiki Mandir, Ganesh Maidan Marg, Sector 8, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,,5,1,"hindu_temple, place_of_worship, association_or_organization, point_of_interest, establishment",19.0236783,73.0958143,localisy021223,ChIJW79dY8Lp5zsR6TyEdytUVJk,photos\localisy22081_1.jpg,,,,,Religious & Spiritual,Temples,Kamothe
Maa Kali Mandir,"54/5, Sector 35, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,,5,3,"hindu_temple, place_of_worship, association_or_organization, point_of_interest, establishment",19.0209965,73.0886666,localisy021224,ChIJ9xAUwH7p5zsRM-aGrFbn3cA,photos\localisy22083_1.jpg,,,,,Religious & Spiritual,Temples,Kamothe
Muneera masjid & madarsa,"Muneera Heights, Sector 35, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,,4.9,9,"mosque, place_of_worship, point_of_interest, association_or_organization, establishment",19.0222542,73.0885059,localisy021225,ChIJNzkILQDp5zsRM3ZZeEJDiKQ,photos\localisy19403_1.jpg,,,,,Religious & Spiritual,Mosques,Kamothe
astrologer prediction,"shop .24, shreeji apartments, Sector 6, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,9004544868,5,1,"store, point_of_interest, establishment",19.0225699,73.09474329999999,localisy021226,ChIJFx-Xjobp5zsR4vCL43wbE3U,photos\localisy09457_1.jpg,,,,,Religious & Spiritual,Astrologers,Kamothe
Renuka Pooja Kendra,"Shop no 19, RB Complex, plot no -14, Sector 16, Kamothe, Panvel, Navi Mumbai, Panvel, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,9272363083,4.8,6,"astrologer, point_of_interest, establishment",19.0152879,73.0926289,localisy021227,ChIJM_iNiebp5zsRw1akcvQVPUw,photos\localisy09452_1.jpg,,,,,Religious & Spiritual,Astrologers,Kamothe
Shree Krishna Jyotish Karyalay,"Shop Number 53, Mayur Park Sector, 36, Kamothe, Jui-Kamothe Sector - 36, Sector 36, Kamothe, Panvel, Mumbai, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,9167693019,5,1,"astrologer, point_of_interest, establishment",19.0235138,73.0898812,localisy021228,ChIJa6BJl9fp5zsRdahc3sA340w,,,,,,Religious & Spiritual,Astrologers,Kamothe
Vijay Well Vision Consultancy,"23CP+F4C, Sector 34, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,9819372919,4.6,23,"astrologer, point_of_interest, establishment",19.021198,73.0852705,localisy021229,ChIJd4lV-HjC5zsRnQcyB1y-8G8,,,,,,Religious & Spiritual,Astrologers,Kamothe
साईं बाबा ज्योतिष पनवेल नवी मुंबई,"1ST FLOOR, SAI SHRADDHA CH, S ROOM, Sneh Rohit CHS, Shivaji Rd, opp. GUNE HOSPITAL, Old Panvel, Panvel, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,9137097267,5,8,"astrologer, point_of_interest, establishment",18.990703900000003,73.1147548,localisy021230,ChIJofov33rp5zsRlYKQ0Hs0Mw0,photos\localisy09407_1.jpg,,,,,Religious & Spiritual,Astrologers,Kamothe
RUDRA JYOTISH,"Sector-25, Kamothe, Panvel, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,,5,1,"astrologer, point_of_interest, establishment",19.010272999999998,73.09984390000001,localisy021231,ChIJ_yUkk7Dp5zsRqr7Yy7Mm400,,,,,,Religious & Spiritual,Astrologers,Kamothe
Bhushan Narhari Jyotish,"Joshi Ali, Old Panvel, Panvel, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,9323237453,4.3,35,"astrologer, point_of_interest, establishment",18.9862798,73.1094924,localisy021232,ChIJAy10nhTo5zsRmoJwAVGWiYc,photos\localisy02598_1.jpg,,,,,Religious & Spiritual,Astrologers,Kamothe
Kiran Bhatji,"Jay villa, plot no.84, Sector 22, Phase II, Sector 22, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,9821947355,5,4,"point_of_interest, establishment",19.0140296,73.0997859,localisy021233,ChIJhRxbGaXp5zsRiw-6Fhpk9Ss,photos\localisy19559_1.jpg,,,,,Religious & Spiritual,Priests & Pandits,Kamothe
Shree Jagdish vaidik sansthan,"Shubharambh Complex, Sector 20, Kharghar, Panvel, Maharashtra 410210, India",,Kharghar,Panvel,Maharashtra,410210,7506483572,,,"point_of_interest, establishment",19.047494399999998,73.0721633,localisy021234,ChIJG3CiZB3D5zsRL430I-ABtzs,photos\localisy22249_1.jpg,,,,,Religious & Spiritual,Priests & Pandits,Kamothe
Lake Side - Cafe & Eatery,"2nd & 3rd floor, Cafe & Eatery, Lake Side, Plot no 162, Sector-9, New Panvel East, Panvel, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,8657885181,4.2,1038,"cafe, family_restaurant, restaurant, food, point_of_interest, establishment",19.0046197,73.1234391,localisy021235,ChIJ7zXEkMrp5zsRQJhsOuF3lyU,photos\localisy09552_1.jpg,,,,,Food & Restaurants,Cafes,Kalamboli
𝐒𝐚𝐯𝐤𝐚𝐚𝐫 𝐃𝐡𝐚𝐛𝐚 (सावकार ढाबा)-Family Restaurant,"Shop No. 9, Infinity Heights, Plot A/23, 9764448151, near D Mart Road, Sector 14, Kalamboli, Panvel, Maharashtra 410218, India",,Roadpali,Panvel,Maharashtra,410218,9764448151,4.1,280,"family_restaurant, indian_restaurant, restaurant, food, point_of_interest, establishment",19.036554,73.1021228,localisy021236,ChIJjf15UZzp5zsR7EG-R8fAvEk,photos\localisy22339_1.jpg,,,,,Food & Restaurants,Cafes,Kalamboli
Heaven In China,"Shop No.5, Krishna Enclave, Plot no. 28 A, Sector-20, Roadpali, Kalamboli, Panvel, Maharashtra 410218, India",,Roadpali,Panvel,Maharashtra,410218,9987347388,4,188,"chinese_restaurant, restaurant, food, point_of_interest, establishment",19.0361506,73.092163,localisy021237,ChIJe2-JFErp5zsRCRjKQCa7mR8,photos\localisy22341_1.jpg,,,,,Food & Restaurants,Cafes,Kalamboli
Jeevika Family Restaurant&Bar,"24G4+CH3, Steel Market Rd, Industrial Area, Kalamboli, Panvel, Maharashtra 410218, India",,Roadpali,Panvel,Maharashtra,410218,,4.3,127,"north_indian_restaurant, indian_restaurant, restaurant, food, point_of_interest, establishment",19.0260078,73.10642990000001,localisy021238,ChIJ9Q2qp8jp5zsR-weQrliZFsU,photos\localisy22342_1.jpg,,,,,Food & Restaurants,Cafes,Kalamboli
Captain Family Restaurant And Bar,"Ground Floor, 24C3+G87, next to MacDonald, Sector 1E, Kalamboli, Panvel, Maharashtra 410218, India",,Roadpali,Panvel,Maharashtra,410218,7400072211,3.9,710,"family_restaurant, north_indian_restaurant, bar, indian_restaurant, restaurant, food, point_of_interest, establishment",19.0212061,73.1033082,localisy021239,ChIJT6Bji87p5zsRtXzVunGgWJw,photos\localisy22343_1.jpg,,,,,Food & Restaurants,Cafes,Kalamboli
Dwaraka Family Restaurant and bar,"Sector 5, Kalamboli, Panvel, Opp Mahatma Gandhi Mission Hospital, Sector 5, Kalamboli, Panvel, Maharashtra 410218, India",,Roadpali,Panvel,Maharashtra,410218,9769559755,4,347,"restaurant, bar, food, point_of_interest, establishment",19.029536699999998,73.1014512,localisy021240,ChIJR9DI7sTp5zsRa821hqBIrpE,photos\localisy22345_1.jpg,,,,,Food & Restaurants,Cafes,Kalamboli
dewanshi family restaurant and bar,"NEELSIDHI AMARANTE , SHOP NO G-26/F-26 , PLOT-4, SEC-9E, NEAR D-MART, Roadpali, Kalamboli, Panvel, Maharashtra 410218, India",,Roadpali,Panvel,Maharashtra,410218,,3.9,152,"restaurant, fine_dining_restaurant, bar, food, point_of_interest, establishment",19.037273,73.102687,localisy021241,ChIJrWggnOfp5zsRe4Bwln_2Fu4,photos\localisy22346_1.jpg,,,,,Food & Restaurants,Cafes,Kalamboli
Hotel Silver Spoon,"Shop No 9/10,Plot 12, Cidco Office, 13, Sector 5E, Kalamboli, Panvel, Navi Mumbai, Panvel, Maharashtra 410218, India",,Roadpali,Panvel,Maharashtra,410218,8655026060,3.9,1086,"north_indian_restaurant, indian_restaurant, chinese_restaurant, restaurant, food, point_of_interest, establishment",19.0331997,73.102569,localisy021242,ChIJB3vTocPp5zsRyuNKCP-PLoc,photos\localisy22347_1.jpg,,,,,Food & Restaurants,Cafes,Kalamboli
Varun,"F-8, Shop No.3/4, Sector 3E, Kalamboli, Panvel, Sector 3E, Kalamboli, Panvel, Maharashtra 410218, India",,Roadpali,Panvel,Maharashtra,410218,9323188811,4,406,"restaurant, food, point_of_interest, establishment",19.026422999999998,73.1017987,localisy021243,ChIJ-76iesXp5zsRtZzaAVBOZPw,photos\localisy22349_1.jpg,,,,,Food & Restaurants,Cafes,Kalamboli
Jyotsna's kitchen,"Shop No 1 Kalamboli, NMMT Deop, near HDFC Bank ATM, Sector 16, Sector 2, sector 3 E, Panvel, Maharashtra 410218, India",,Roadpali,Panvel,Maharashtra,410218,8369469617,4.9,26,"restaurant, food, point_of_interest, establishment",19.0275639,73.1010687,localisy021244,ChIJeX0VwUbp5zsR-OmYPo7L_08,photos\localisy22351_1.jpg,,,,,Food & Restaurants,Cafes,Kalamboli
Cidco Garden,"24J3+GM8, Sector 6E, Kalamboli, Panvel, Maharashtra 410218, India",,Roadpali,Panvel,Maharashtra,410218,,3.9,207,"garden, point_of_interest, establishment",19.0312925,73.1042051,localisy021245,ChIJeetlDMTp5zsRIvqwTKCeB6Q,photos\localisy22352_1.jpg,,,,,Food & Restaurants,Cafes,Kalamboli
BEANOVA CÀFE,"Siddhi CHS Society, Plot no 21, Panchavati Society, Sector 1, Kalamboli, Panvel, Navi Mumbai, Panvel, Maharashtra 410218, India",,Roadpali,Panvel,Maharashtra,410218,8433935959,,,"cafe, food, point_of_interest, establishment",19.023954399999997,73.1005307,localisy021246,ChIJQbZWJATp5zsRQ6JWGmA0gnY,photos\localisy22354_1.jpg,,,,,Food & Restaurants,Cafes,Kalamboli
Hotel Rajtara Kalamboli,"24G4+H3H fire brigade corner, Sector-3E/B, Sector 3E, Kalamboli, Panvel, Maharashtra 410218, India",,Roadpali,Panvel,Maharashtra,410218,9372010243,4.5,187,"restaurant, point_of_interest, food, establishment",19.0264689,73.10527569999999,localisy021247,ChIJXdXJdBzp5zsRb42CC7PooxU,photos\localisy22362_1.jpg,,,,,Food & Restaurants,Cafes,Kalamboli
Neha Restaurant and Bar,"F-6, Shop no-26 New, Sector 4E, Kalamboli, Panvel, Maharashtra 410218, India",,Roadpali,Panvel,Maharashtra,410218,,3.7,412,"family_restaurant, bar, restaurant, point_of_interest, food, establishment",19.0289568,73.10482189999999,localisy021248,ChIJnd210sXp5zsR13D5UVuqj54,photos\localisy22363_1.jpg,,,,,Food & Restaurants,Cafes,Kalamboli
Morya E-Solution Hub Navi Mumbai,"Sector 5E, Kalamboli, Panvel, Maharashtra 410218, India",,Roadpali,Panvel,Maharashtra,410218,9326682255,5,5,"internet_cafe, service, point_of_interest, establishment",19.0333594,73.10241119999999,localisy021249,ChIJaT1MMg_p5zsRCVMUM0qVFaI,photos\localisy22367_1.jpg,,,,,Food & Restaurants,Cafes,Kalamboli
Tejam cafe and Salgar Amruttulya Chaha,"KL 5, infront of, Bus depo, 09/01, Sector 3E, Kalamboli, Panvel, Maharashtra 410218, India",,Roadpali,Panvel,Maharashtra,410218,7506278550,5,5,"tea_store, food_store, store, point_of_interest, food, establishment",19.027407399999998,73.1012629,localisy021250,ChIJ_aji8FLp5zsRFiZv33J8Npc,photos\localisy22368_1.jpg,,,,,Food & Restaurants,Cafes,Kalamboli
SHALIMAR CHINESE,"Shop no. 19, Shalimar Chinese, Mahavir Plaza, Sector 5, Kalamboli, Panvel, Maharashtra 410218, India",,Roadpali,Panvel,Maharashtra,410218,8879868646,3.8,513,"chinese_restaurant, fast_food_restaurant, restaurant, point_of_interest, food, establishment",19.029873,73.1010974,localisy021251,ChIJ7xkv68Tp5zsRYtwumZab3z4,photos\localisy22369_1.jpg,,,,,Food & Restaurants,Cafes,Kalamboli
Sasarwadi,"Shop - 03, Mont Blanc, Plot - 138, Raghunath Rd, Block G, Sector 13, Kharghar, Panvel, Maharashtra 410210, India",,Kharghar,Panvel,Maharashtra,410210,9082798720,4.6,2799,"restaurant, point_of_interest, food, establishment",19.0451861,73.0725324,localisy021252,ChIJRVlDnszD5zsRtiQ4YBWliOg,photos\localisy22371_1.jpg,,,,,Food & Restaurants,Cafes,Kalamboli
Maharashtra Lunch Home,"Bhoomi LandMark, Bhoomi Landmark, Sector 17, Khanda Colony, Panvel, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,7044442250,4.2,2388,"family_restaurant, seafood_restaurant, indian_restaurant, restaurant, point_of_interest, food, establishment",19.005628200000004,73.1071066,localisy021253,ChIJ8wooLPPp5zsRMr0DKmHF6wU,photos\localisy22372_1.jpg,,,,,Food & Restaurants,Cafes,Kalamboli
Sunrise Restaurant,"Sector 1, Kalamboli, Panvel, Maharashtra 410218, India",,Roadpali,Panvel,Maharashtra,410218,9769255739,3.8,385,"north_indian_restaurant, indian_restaurant, restaurant, point_of_interest, food, establishment",19.024254799999998,73.1010938,localisy021254,ChIJFTvnv8_p5zsRq79AKWEImik,photos\localisy22373_1.jpg,,,,,Food & Restaurants,Cafes,Kalamboli
Dharshani Food Bites,"16, Sion - Panvel Hwy, Jadhav Wadi, Sector - 1, Kalamboli, Panvel, Maharashtra 410218, India",,Roadpali,Panvel,Maharashtra,410218,8422007590,5,9,"indian_restaurant, restaurant, food, point_of_interest, establishment",19.0248863,73.09929199999999,localisy021255,ChIJnbD1IgDp5zsRP8klGMvJOc4,photos\localisy22395_1.jpg,,,,,Food & Restaurants,Fast Food,Kalamboli
JK Jumbo King,"Shop number 5,6, Satyam Paradise, Panchavati Society, Sector 1E, Kalamboli, Panvel, Maharashtra 410218, India",,Roadpali,Panvel,Maharashtra,410218,,3.9,73,"hamburger_restaurant, american_restaurant, restaurant, food, point_of_interest, establishment",19.0238572,73.1011359,localisy021256,ChIJq8HGZ3jp5zsRdtGmghCvsYI,photos\localisy22399_1.jpg,,,,,Food & Restaurants,Fast Food,Kalamboli
THE,"Shop No.04, Plot No.04, Sector-20, Roadpali, Kalamboli, Panvel, Maharashtra 410218, India",,Roadpali,Panvel,Maharashtra,410218,9769010506,4.1,1245,"family_restaurant, bar, restaurant, food, point_of_interest, establishment",19.036991099999998,73.08841699999999,localisy021257,ChIJx7MFFeDp5zsRwb928VaaFJ4,photos\localisy22405_1.jpg,,,,,Food & Restaurants,Fast Food,Kalamboli
THE CHINESE FLAVOUR,"Shop No-10, Sector 11, Kalamboli, Panvel, Maharashtra 410218, India",,Roadpali,Panvel,Maharashtra,410218,9987183440,4.3,44,"fast_food_restaurant, family_restaurant, indian_restaurant, restaurant, food, point_of_interest, establishment",19.0317368,73.099645,localisy021258,ChIJHSA8r8jp5zsRs8Rd_Q4ccyI,photos\localisy22408_1.jpg,,,,,Food & Restaurants,Fast Food,Kalamboli
Hotel Mirchi - Pure Veg,"Shop No.19& 20, Building No, F-12, Sector-3E/A, Sector 3E, Kalamboli, Panvel, Maharashtra 410218, India",,Roadpali,Panvel,Maharashtra,410218,9137384163,4,3133,"vegetarian_restaurant, breakfast_restaurant, restaurant, food, point_of_interest, establishment",19.0268735,73.1015348,localisy021259,ChIJA244bMXp5zsR9yMuU5uWam0,photos\localisy22410_1.jpg,,,,,Food & Restaurants,Fast Food,Kalamboli
Quickie Bites,"Building No.05, Shree Ashtavinyak Apt, KL-05, Sector 16, Sector 2, Kalamboli, Panvel, Navi Mumbai, Panvel, Maharashtra 410218, India",,Roadpali,Panvel,Maharashtra,410218,7387114143,,,"manufacturer, wholesaler, point_of_interest, supplier, food, establishment",19.0278504,73.09957779999999,localisy021260,ChIJY5_YMi3p5zsRyrRz_516xn8,photos\localisy22418_1.jpg,,,,,Food & Restaurants,Fast Food,Kalamboli
Sawariya Bhel Puri,"Shop No. 10, near Bus Depot, Sector 3, Kalamboli, Panvel, Maharashtra 410218, India",,Roadpali,Panvel,Maharashtra,410218,9987267060,5,14,"fast_food_restaurant, restaurant, point_of_interest, food, establishment",19.026026299999998,73.10133560000001,localisy021261,ChIJaac23gjp5zsRo7nmViUFTD0,photos\localisy22420_1.jpg,,,,,Food & Restaurants,Fast Food,Kalamboli
Hotel Santosh,"Bhawani Cooperative Housing Society, Sector 4E, Kalamboli, Panvel, Maharashtra 410218, India",,Roadpali,Panvel,Maharashtra,410218,,4,796,"vegetarian_restaurant, fast_food_restaurant, breakfast_restaurant, indian_restaurant, restaurant, point_of_interest, food, establishment",19.028874599999998,73.1016131,localisy021262,ChIJfTQX48Tp5zsRoP1_SfQVe_o,photos\localisy22424_1.jpg,,,,,Food & Restaurants,Fast Food,Kalamboli
Hotel Visawa Chinese,"2, KL-30, Sector 5, Kalamboli, Panvel, Maharashtra 410218, India",,Roadpali,Panvel,Maharashtra,410218,9323946613,3.8,106,"chinese_restaurant, restaurant, point_of_interest, food, establishment",19.0287555,73.1011711,localisy021263,ChIJPbk6fsPp5zsRdc_62mSE8vA,photos\localisy22426_1.jpg,,,,,Food & Restaurants,Fast Food,Kalamboli
7 Eleven,"Shop No. 26&27, Ground Floor, Platinum Experio, Plot No.82, Roadpali, Sector 17, Kalamboli, Panvel, Navi Mumbai, Panvel, Maharashtra 410218, India",,Roadpali,Panvel,Maharashtra,410218,8169450118,4.2,122,"convenience_store, food_store, store, point_of_interest, food, establishment",19.0388072,73.09681230000001,localisy021264,ChIJt_6yYnfp5zsR6XQI9XtmyO8,photos\localisy22427_1.jpg,,,,,Food & Restaurants,Fast Food,Kalamboli
DDSR Nasta Center,"23GX+JH5, Hanuman Mandir Rd, Sector 1, Kalamboli, Panvel, Maharashtra 410218, India",,Roadpali,Panvel,Maharashtra,410218,8169794505,4.7,6,"fast_food_restaurant, restaurant, point_of_interest, food, establishment",19.0265038,73.09899600000001,localisy021265,ChIJjc9_Rrfp5zsRY7wTRJUBCuY,photos\localisy22436_1.jpg,,,,,Food & Restaurants,Fast Food,Kalamboli
Shiv Vadapav Snacks Corner,"Shop No 1, Steel Market Rd, near Steel Chember, Sector AWC, Kalamboli, Panvel, Maharashtra 410218, India",,Roadpali,Panvel,Maharashtra,410218,9137616430,5,2,"fast_food_restaurant, restaurant, point_of_interest, food, establishment",19.0284914,73.10634150000001,localisy021266,ChIJicoFvL_p5zsRYJRl5XpvKiw,photos\localisy22437_1.jpg,,,,,Food & Restaurants,Fast Food,Kalamboli
Hybritz Happy Cakes,"shop no.-4, Sai Plaza Apartments, MTNL Rd, opposite Raymond Showroom, Old Panvel, Panvel, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,9326409207,4.6,1039,"bakery, food_store, store, food, point_of_interest, establishment",18.985980299999998,73.1125971,localisy021267,ChIJAcVQqEDp5zsRmP5fqAMdq10,photos\localisy09673_1.jpg,,,,,Food & Restaurants,Bakeries,Kalamboli
.,"Sector 1E, Kalamboli, Panvel, Maharashtra 410218, India",,Roadpali,Panvel,Maharashtra,410218,9076478957,5,3,"store, bakery, food_store, food, point_of_interest, establishment",19.022444099999998,73.1022104,localisy021268,ChIJWaWNXADp5zsR2mqNC6hLho8,photos\localisy22472_1.jpg,,,,,Food & Restaurants,Bakeries,Kalamboli
U2 Cake,"Shop No.8, Satyam Paradise, Plot 23, near Sudhakar School, Panchavati Society, Sector 1, Kalamboli, Panvel, Maharashtra 410218, India",,Roadpali,Panvel,Maharashtra,410218,8928252175,3.3,6,"cake_shop, bakery, food_store, wholesaler, store, food, point_of_interest, manufacturer, establishment",19.023890400000003,73.1011296,localisy021269,ChIJR54uh67p5zsRdkW6DE04s1E,photos\localisy22485_1.jpg,,,,,Food & Restaurants,Bakeries,Kalamboli
Today's Need Wholesale Shop,"Sector 4, Kalamboli, Panvel, Maharashtra 410218, India",,Roadpali,Panvel,Maharashtra,410218,9321930697,5,8,"bakery, food_store, store, food, point_of_interest, establishment",19.0290413,73.0989319,localisy021270,ChIJ406wESnp5zsRKTl9HBNSCmo,,,,,,Food & Restaurants,Bakeries,Kalamboli
