Business Name,Address,Area,Locality,City,State,PIN,Mobile,Rating,Reviews,Services,Latitude,Longitude,Listing ID,Google Place ID,Photo 1,Photo 2,Photo 3,Photo 4,Photo 5,Category
Secure Path Laboratories – Navi Mumbai,"Shop No 10, plot no 12, Sector 11, Kamothe, Panvel, Maharashtra 410209, India",Sector 11,Kamothe,Navi Mumbai,Maharashtra,410209,+91 98195 61931,4.8,433.0,"medical_lab, medical_clinic, manufacturer, doctor, health, service, point_of_interest, establishment",19.0190548,73.0899688,localisy02976,ChIJ5____9Lp5zsR5R5zWY3OZG4,photos\localisy01399_1.jpg,,,,,Pathology Labs
Palaksh Labs,"5th Floor, Silver Springs, B-507, Taloja, Panvel, Maharashtra 410208, India",B-507,Taloja,Navi Mumbai,Maharashtra,410208,+91 93244 04619,4.8,28.0,"point_of_interest, establishment",19.0601306,73.116608,localisy02979,ChIJq6q6yvXp5zsRM0_6k-aR7Fg,,,,,,Pathology Labs
Dr Lal Path Lab,"SHOP NO 7,LABHESHWAR PRATHAM SOC, Sector 14, Taloja Panchanand, Taloja, Panvel, Maharashtra 410208, India",Taloja Panchanand,Taloja,Navi Mumbai,Maharashtra,410208,,1.0,2.0,"doctor, health, point_of_interest, establishment",19.0762357,73.0945948,localisy02981,ChIJhdi9MiLr5zsRNR8xpJEsvlE,photos\localisy01664_1.jpg,,,,,Pathology Labs
Mahira Pathology Laboratory,"Shop No-14, Sai Manomay Society, Plot No 1, near Villege 12:20 Hotel, Sector 35D, Kutak Bandhan, Kharghar, Navi Mumbai, Panvel, Maharashtra 410210, India",Kharghar,Kharghar,Navi Mumbai,Maharashtra,410210,+91 89284 65889,4.8,48.0,"medical_lab, medical_clinic, consultant, doctor, health, service, point_of_interest, establishment",19.0727991,73.0785866,localisy02992,ChIJrV1JOKLB5zsR5Q5uEt-gol0,photos\localisy01669_1.jpg,,,,,Pathology Labs
SHREE SADGURU KRUPA DIAGNOSTIC,"34GH+X9G, Unnamed Road, Tondare, Taloja, Panvel, Maharashtra 410208, India",Tondare,Taloja,Navi Mumbai,Maharashtra,410208,+91 77100 37719,5.0,7.0,"point_of_interest, establishment",19.077434,73.128439,localisy02994,ChIJKVBiVHvr5zsRNQFUe9sXxEc,,,,,,Pathology Labs
HOPE PATH LAB,"DEU BONAZA PARADISE, SHOP NO 05, Hyde Park, PLOT NO 06, SARVICE LINE, near Taloja Jail Road, Sector 35G, Sector 35H, Kharghar, Panvel, Maharashtra 410210, India",Sector 35H,Kharghar,Navi Mumbai,Maharashtra,410210,+91 97029 19807,4.7,3.0,"doctor, health, point_of_interest, establishment",19.072293,73.0706615,localisy02997,ChIJ98n3QNHB5zsRrM5CU5x19SE,photos\localisy01671_1.jpg,,,,,Pathology Labs
"Agilus Diagnostics Dr. Phadke Labs - Sector 7, Kamothe, Navi Mumbai | Blood Test | Full Body Checkup | Pathology Lab","Shop No 4, Plot 25, Greenscape Royale, Jui-Kamothe Sector - 36, Sector 7, Kamothe, Panvel, Navi Mumbai, Panvel, Maharashtra 410209, India",Panvel,Kamothe,Navi Mumbai,Maharashtra,410209,+91 80 3784 0171,4.8,271.0,"medical_lab, medical_clinic, doctor, health, point_of_interest, establishment",19.023676,73.0922677,localisy07836,ChIJt9E6qWzp5zsR-fzK6hTQmOA,photos\localisy01423_1.jpg,,,,,Pathology Labs
"Agilus Diagnostics Dr. Phadke Labs - Sector 19, New Panvel, Navi Mumbai | Blood Test | Full Body Checkup | Pathology Lab","Shop No 1 & 2, Shikhar Complex Kamothe, Sector 19, New, Panvel, Navi Mumbai, Panvel, Maharashtra 410206, India",Panvel,Panvel,Navi Mumbai,Maharashtra,410206,+91 80 3722 8679,4.3,3.0,"health, point_of_interest, establishment",19.0133281,73.0914147,localisy07850,ChIJZaaV8RXp5zsRTI0JLUx1nmg,photos\localisy01434_1.jpg,,,,,Pathology Labs
"Agilus Diagnostics Dr. Phadke Labs - Sector 1, New Panvel West, Navi Mumbai | Blood Test | Full Body Checkup | Pathology Lab","Shop No 20, Plot No 26/27, Khanda Colony, Sector - 1, Greater Khanda, Panvel, Maharashtra 410206, India",Sector - 1,Panvel,Navi Mumbai,Maharashtra,410206,+91 80 3784 0125,4.7,129.0,"medical_lab, doctor, medical_clinic, health, point_of_interest, establishment",19.0066772,73.10950129999999,localisy07859,ChIJi3qbyc_p5zsRsRW3yK0qlD8,photos\localisy00595_1.jpg,,,,,Pathology Labs
"Agilus Diagnostics Dr. Phadke Labs - Sector 15, Kharghar, Navi Mumbai | Blood Test | Full Body Checkup | Pathology Lab","Shop No 14, BKS Galaxy Realtors, PN 10, D Mart Rd, Sector 15, Kharghar, Panvel, Maharashtra 410210, India",Sector 15,Kharghar,Navi Mumbai,Maharashtra,410210,+91 80 3783 9951,5.0,5.0,"medical_lab, doctor, medical_clinic, health, point_of_interest, establishment",19.0355557,73.07536490000001,localisy07865,ChIJccrRrxrD5zsRXD1SJh-s5ik,photos\localisy04918_1.jpg,,,,,Pathology Labs
ByHeart PathLabs Blood Collection Center Sector 22 Kamothe Navi Mumbai,"Shop No. 1, Jai Corner, Plot No. 84B, Sector 22, Phase II, Sector 22, Kamothe, Panvel, Maharashtra 410209, India",Sector 22,Kamothe,Navi Mumbai,Maharashtra,410209,+91 74002 94199,4.9,161.0,"wellness_center, doctor, health, point_of_interest, establishment",19.0146185,73.10101759999999,localisy07874,ChIJ-aT1LI_p5zsRkm5PqEoo4VU,photos\localisy11391_1.jpg,,,,,Pathology Labs
"Metropolis Labs | Blood Test & Diagnostic Centre in Sector 46, Seawoods","S No 24, 1A to 1C, SHREEJI HEIGHTS, PN 1, Palm Beach Rd, opposite NRI Complex, Sector-46/A, Sector 46A, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 46A,Nerul,Navi Mumbai,Maharashtra,400706,+91 22 4618 0414,4.7,208.0,"medical_lab, wellness_center, doctor, medical_clinic, health, point_of_interest, establishment",19.0110587,73.011989,localisy13354,ChIJTQOaQ8q95zsRK7IBc8HrL5I,photos\localisy10759_1.jpg,,,,,Pathology Labs
Choice pathology service Navi mumbai,"Choice pathology service center, grand Central Mall, opp. tickit counter, Nerul East, Sector 28, Seawoods, Navi Mumbai, Maharashtra 400706, India",Sector 28,Seawoods,Navi Mumbai,Maharashtra,400706,+91 76660 91092,4.5,21.0,"point_of_interest, establishment",19.0214522,73.0187789,localisy13356,ChIJL7LhW5fD5zsR-Q-jP9RkpRI,photos\localisy10767_1.jpg,,,,,Pathology Labs
EXCEL PATHOLOGY LABORATORY,"shop no 06, EXCEL PATHOLOGY LABORATORY, Neelkanth Plaza, opposite D Mart, Seawoods West, Sector 40, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 40,Nerul,Navi Mumbai,Maharashtra,400706,+91 86910 70025,2.4,14.0,"medical_clinic, health, point_of_interest, establishment",19.0191657,73.0156336,localisy13357,ChIJhXDLwZfD5zsRo_9BMeqrawQ,photos\localisy10768_1.jpg,,,,,Pathology Labs
Dr. Lal Path Labs - Patient Service Centre,"Sunfill Dental Clinic, Shop No.8, NRI Complex Main Gate, Palm Beach Rd, Sector 58, Seawoods, Navi Mumbai, Maharashtra 400706, India",Sector 58,Seawoods,Navi Mumbai,Maharashtra,400706,+91 93261 49469,4.7,15.0,"medical_clinic, health, point_of_interest, establishment",19.0066383,73.0161217,localisy13359,ChIJHc_FRP7D5zsRGAtRy7VMTW8,photos\localisy10769_1.jpg,,,,,Pathology Labs
Top Plus Pathology Nerul - Blood Test In Nerul,"Dwarkanath CHS, Shop, No 5, Plot no D, 115, Sector 20, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 20,Nerul,Navi Mumbai,Maharashtra,400706,,5.0,24.0,"doctor, health, point_of_interest, establishment",19.0320186,73.0123271,localisy13360,ChIJzZiTxW7D5zsRdHu--wljVSA,photos\localisy10770_1.jpg,,,,,Pathology Labs
"ASIAN LABS – Female Radiologist , Pregnancy sonography, D G SHIPPING , Gynaecology imaging,Breast Imaging","Neelkanth pride CHS, Plot No.35 & 36, Palm Beach Rd, opp. Gaimukh Police Chowk, near grand central seawoods mall, Seawoods West, Sector 42A, Seawoods, Navi Mumbai, Maharashtra 400706, India",Sector 42A,Seawoods,Navi Mumbai,Maharashtra,400706,+91 90824 88522,4.7,158.0,"doctor, medical_clinic, health, point_of_interest, service, establishment",19.0157127,73.0159156,localisy13366,ChIJ6W53aaLD5zsRbaCOaT4J54k,photos\localisy10783_1.jpg,,,,,Pathology Labs
Shree Chintamani Automated Path Lab,"28, PLOT 50, Sadguru Plaza, Seawoods West, Sector 40, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 40,Nerul,Navi Mumbai,Maharashtra,400706,+91 98677 41220,4.2,5.0,"medical_lab, doctor, health, point_of_interest, establishment",19.0198957,73.016398,localisy13367,ChIJwVBx2pfD5zsR8rXFuNZF7Dg,photos\localisy10784_1.jpg,,,,,Pathology Labs
"Metropolis Labs | Blood Test & Diagnostic Centre in Sector 2, New Panvel","Stafalya Goverment Housing Society, PN 9, near Sabri Hotel, Sector 2, New Panvel East, Panvel, Navi Mumbai, Panvel, Maharashtra 410206, India",Panvel,Panvel,Navi Mumbai,Maharashtra,410206,+91 22 4618 0431,4.6,16.0,"wellness_center, medical_lab, medical_clinic, doctor, health, point_of_interest, establishment",18.999305,73.118177,localisy13544,ChIJb8MZoj_p5zsR38I7aZbkr94,photos\localisy11406_1.jpg,,,,,Pathology Labs
ASIATIC PATHOLOGY LABORATORY,"ASIAN HERITAGE, SHOP-9, SEC-15,NEAR SHIV TEMPLE , KAMOTHE, NAVI MUMBAI, PLOT-3, Sector 15, Kamothe, Panvel, Maharashtra 410209, India",Sector 15,Kamothe,Navi Mumbai,Maharashtra,410209,+91 93221 91162,4.5,11.0,"doctor, health, point_of_interest, establishment",19.0157397,73.092795,localisy15273,ChIJySsGj9Tp5zsRP68W1_8OBvI,,,,,,Pathology Labs
Metrocare Pathology Laboratory,"shop no 3, Grandure chs, plot no 33&34, Sector 20, Kamothe, Panvel, Maharashtra 410209, India",Sector 20,Kamothe,Navi Mumbai,Maharashtra,410209,+91 91460 80199,4.5,57.0,"point_of_interest, establishment",19.0139315,73.0969883,localisy15275,ChIJ0TgTzdLp5zsR4VWuS2Uw6Y8,photos\localisy01435_1.jpg,,,,,Pathology Labs
Avishkar Clinical Lab,"Shop No.3, Plot, Trimurti complex, 1, Kamothe Marg, Sector 6A, Kamothe, Panvel, Maharashtra 410209, India",Sector 6A,Kamothe,Navi Mumbai,Maharashtra,410209,+91 83691 85972,4.5,15.0,"doctor, health, point_of_interest, establishment",19.0239465,73.0940605,localisy15279,ChIJgTDxrtDp5zsRmHW_AtP55qM,photos\localisy14408_1.jpg,,,,,Pathology Labs
Health care laboratory,"shop no 1, Deepak chs, plot no 37, Shalome CHS, Sector 8, Kamothe, Panvel, Maharashtra 410209, India",Sector 8,Kamothe,Navi Mumbai,Maharashtra,410209,+91 99679 34978,4.9,9.0,"doctor, health, point_of_interest, establishment",19.0224939,73.093074,localisy15287,ChIJ14Nw6K_p5zsRQ1oqMV8HIQo,photos\localisy14420_1.jpg,,,,,Pathology Labs
jivdani pathology lab,"Shop no-06, Vikram Tower, Plot no-2, School, near Sushma Patil Vidyalaya And Junior College, Sector 10, Kamothe, Panvel, Maharashtra 410209, India",Sector 10,Kamothe,Navi Mumbai,Maharashtra,410209,+91 88501 94348,5.0,13.0,"doctor, health, point_of_interest, establishment",19.0193452,73.0913686,localisy15289,ChIJMW4Xevzp5zsR7drmif45-ho,photos\localisy14422_1.jpg,,,,,Pathology Labs
"Agilus Diagnostics Dr. Phadke Labs - Sector 13, Kharghar, Navi Mumbai | Blood Test | Full Body Checkup | Pathology Lab","Shop No 20, The Pacific, Business Park, Plot No 229, near Shilp Chowk, Block G, Sector 13, Kharghar, Navi Mumbai, Panvel, Maharashtra 410210, India",Kharghar,Kharghar,Navi Mumbai,Maharashtra,410210,+91 80 3784 0048,4.5,8.0,"health, point_of_interest, establishment",19.0467154,73.0700883,localisy15296,ChIJT5uHKTrD5zsRU8Gs9w1z_9U,photos\localisy14430_1.jpg,,,,,Pathology Labs
"Agilus Diagnostics (formerly SRL) Dr. Phadke Labs - Sector 20, Kharghar, Navi Mumbai | Blood Test | Pathology Lab","Shop No 20, Prince Tower, Plot No 51, near Galaxy Chemist, Sector 20, Kharghar, Panvel, Maharashtra 410210, India",Sector 20,Kharghar,Navi Mumbai,Maharashtra,410210,+91 98209 14886,4.8,40.0,"doctor, medical_lab, medical_clinic, health, point_of_interest, establishment",19.0503738,73.0750717,localisy15300,ChIJqw9WlSzD5zsRJYwubDTP2vA,photos\localisy14432_1.jpg,,,,,Pathology Labs
Matrix Pathology Lab,"Maitri St, Sector 21, Kamothe, Panvel, Maharashtra 410209, India",Sector 21,Kamothe,Navi Mumbai,Maharashtra,410209,+91 72080 97000,3.7,10.0,"medical_lab, doctor, health, point_of_interest, establishment",19.0136113,73.0950505,localisy15302,ChIJPdqvStPp5zsRygxDdywzQ6k,photos\localisy14433_1.jpg,,,,,Pathology Labs
Suburban Diagnostics | Pathology Lab in Kharghar (Sector 20),"Shop No.8, Plot no.48, Sector 20, Kharghar, Panvel, Maharashtra 410210, India",Sector 20,Kharghar,Navi Mumbai,Maharashtra,410210,+91 96533 00850,4.8,104.0,"medical_clinic, health, point_of_interest, establishment",19.0495329,73.0753885,localisy15306,ChIJo3txTaXD5zsRjuunSAQ9Opg,photos\localisy14437_1.jpg,,,,,Pathology Labs
Dr Lal PathLabs - Patient Service Centre,"Shop No 38, Crystal Plaza, Plot No 18/24, Hiranandani, Sector 7, Kharghar, Navi Mumbai, Panvel, Maharashtra 410210, India",Kharghar,Kharghar,Navi Mumbai,Maharashtra,410210,+91 8071 318 502,4.8,341.0,"health, point_of_interest, establishment",19.0333468,73.0656949,localisy15310,ChIJ81Ray3PD5zsRiU1Wroq2JKE,photos\localisy14439_1.jpg,,,,,Pathology Labs
"HealthTestToday-Best BloodTest Centre- Home Collection in Mumbai, Navi Mumbai & Thane","Shop 13, Indrapastha CHS, Sector 10 Khanda Colony, New, Sector 10, New Panvel East, Panvel, Maharashtra 410206, India",Sector 10,Panvel,Navi Mumbai,Maharashtra,410206,+91 91521 02212,4.9,81.0,"medical_clinic, health, point_of_interest, establishment",19.0058145,73.1121454,localisy15311,ChIJXf28h_bp5zsRH8kLftlxQu0,photos\localisy00559_1.jpg,,,,,Pathology Labs
Krishna Pathology Laboratory,"Shop no. 01, Trimurti Heritage, Plot no. 64, Sector 20, Kamothe, Panvel, Maharashtra 410209, India",Sector 20,Kamothe,Navi Mumbai,Maharashtra,410209,+91 98332 50056,4.5,2.0,"medical_clinic, health, point_of_interest, establishment",19.0181013,73.0967704,localisy15313,ChIJ___LWCPD5zsRaqREO95Ul5Y,photos\localisy14443_1.jpg,,,,,Pathology Labs
Patkar Laboratory - Kamothe,"Ambeshraddha CHS, 1st Floor, Plot -4, Police Station, opp. Kamothe, near SBI Bank, Jui-Kamothe Sector - 36, Sector 36, Kamothe, Panvel, Maharashtra 410209, India",Sector 36,Kamothe,Navi Mumbai,Maharashtra,410209,+91 96196 35690,5.0,1.0,"medical_lab, health, point_of_interest, establishment",19.0227096,73.0914262,localisy15316,ChIJ-avNfuzp5zsRPaF38THgEXY,,,,,,Pathology Labs
Health Care Pathology Lab Nerul,"opposite Rajiv Gandhi Bridge, Sector 1, Shiravane, Nerul, Navi Mumbai, Maharashtra 400706, India",Shiravane,Nerul,Navi Mumbai,Maharashtra,400706,+91 88309 69264,5.0,63.0,"medical_lab, doctor, medical_clinic, health, point_of_interest, establishment",19.043652,73.0198985,localisy18278,ChIJY1Et4WDD5zsR6G6YPaqPUUM,photos\localisy20376_1.jpg,,,,,Pathology Labs
Dr. Lal Path Labs,"shop No-1Sector, Sun Home Appartment, 16, Palm Beach Rd, opp. Sea Braze Society, Panchratna Society, Sector 16, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 16,Nerul,Navi Mumbai,Maharashtra,400706,+91 99207 73178,4.6,55.0,"medical_clinic, health, point_of_interest, establishment",19.0367662,73.0092607,localisy18279,ChIJe5ZL4e7D5zsRd4cB5g-waYg,photos\localisy20391_1.jpg,,,,,Pathology Labs
Jeevan Healthcare Pathology Nerul,"SHOP 02, SIDHIVINAYAK APARTMANET, PLOT NO 256, Sector 6 Nerul Rd, near by Darshan Darbar Marg, Sarsole Gaon, Nerul West, Nerul, Navi Mumbai, Maharashtra 400706, India",Nerul West,Nerul,Navi Mumbai,Maharashtra,400706,+91 84258 52157,5.0,17.0,"doctor, health, point_of_interest, establishment",19.0411411,73.0103085,localisy18280,ChIJbTxmylLD5zsR9fjCPN1xvqE,photos\localisy20393_1.jpg,,,,,Pathology Labs
Sinalkar Digital Laboratory,"E-1/1/B-3, Vrindavan Apartment, sector10, Nerul East, Nerul West, Nerul, Navi Mumbai, Maharashtra 400706, India",Nerul West,Nerul,Navi Mumbai,Maharashtra,400706,+91 86938 18244,4.9,17.0,"medical_clinic, health, point_of_interest, establishment",19.0401294,73.0176652,localisy18281,ChIJ15FtyMXD5zsR_P7V_XUSUGo,photos\localisy20395_1.jpg,,,,,Pathology Labs
RELIABLE PATHOLOGY LABORATORY NERUL,"Shop no 8, Triveni Plaza, plot no B 77, Darave Rd, Sector 23, Nerul East, Sector 28, Seawoods, Navi Mumbai, Maharashtra 400706, India",Sector 28,Seawoods,Navi Mumbai,Maharashtra,400706,+91 79779 36828,5.0,1.0,"doctor, medical_clinic, health, point_of_interest, establishment",19.0243093,73.0188064,localisy18282,ChIJ_RYtwVLD5zsRi_I2lQWPFng,photos\localisy20399_1.jpg,,,,,Pathology Labs
AMPATH Labs (Nerul),"Shop No. 5, Dwarkanath CHS, Plot No. 115, Sector 20, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 20,Nerul,Navi Mumbai,Maharashtra,400706,+91 1800 309 7777,4.9,14.0,"medical_clinic, health, point_of_interest, establishment",19.0320265,73.01232550000002,localisy18283,ChIJJSKfK4vB5zsRmJI32uJDoWw,photos\localisy20401_1.jpg,,,,,Pathology Labs
FUTURE HEALTH CARE PATHOLOGY LABORATORY,"BHAGWATI EMINENCE, SHOP NO 1, PLOT NO.- 88, 7-7A, Bhimashankar CHS, Sector 13, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 13,Nerul,Navi Mumbai,Maharashtra,400706,,5.0,1.0,"doctor, health, point_of_interest, establishment",19.034185,73.0263057,localisy18284,ChIJkfQ7f3rD5zsRDgpam9A223I,photos\localisy20402_1.jpg,,,,,Pathology Labs
Shree Pathology and Diagnostics,"Plot no. 0657, Ram Mandir Road, Nerul Gaon West, Sector 20, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 20,Nerul,Navi Mumbai,Maharashtra,400706,+91 84487 75779,3.5,2.0,"medical_lab, health, point_of_interest, establishment",19.0353026,73.01497789999999,localisy18285,ChIJ6WBrD-DD5zsRlVsBpmArtrk,photos\localisy20404_1.jpg,,,,,Pathology Labs
Dr Lal PathLabs - Patient Service Centre,"Shop No, GF, Haware, Shramik CHS, 9 & 10, Shilp Chowk Rd, Sector 20, Kharghar, Navi Mumbai, Panvel, Maharashtra 410210, India",Kharghar,Kharghar,Navi Mumbai,Maharashtra,410210,+91 8071 318 750,4.9,394.0,"medical_clinic, health, point_of_interest, establishment",19.0474979,73.0715141,localisy18286,ChIJ0boaVcrD5zsRBBzCbTx3JWg,photos\localisy13649_1.jpg,,,,,Pathology Labs
Top Pathology,"Shankar Changu Kanha Thakur Marg, Sector 22, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 22,Nerul,Navi Mumbai,Maharashtra,400706,+91 93266 16657,4.7,3.0,"doctor, health, point_of_interest, establishment",19.0320199,73.0123153,localisy18287,ChIJs2GupBDD5zsRJF9jRm73HRw,photos\localisy20409_1.jpg,,,,,Pathology Labs
SM Pathology Laboratory,"Shree Rajal Residancy Shop No.1 Plot no.25 Sec.17, Roadpali, Kalamboli, Panvel, Maharashtra 410218, India",Roadpali,Roadpali,Navi Mumbai,Maharashtra,410218,+91 97022 52701,4.7,12.0,"doctor, health, point_of_interest, establishment",19.0400119,73.0955384,localisy18291,ChIJqXekadTp5zsRW13SUMu8x_4,photos\localisy01411_1.jpg,,,,,Pathology Labs
Gloria Pathological Lab,"Sector 8, Sector 3E, Kalamboli, Panvel, Sector 8, Kalamboli, Panvel, Maharashtra 410218, India",Sector 8,Kalamboli,Navi Mumbai,Maharashtra,410218,+91 98210 98007,4.6,26.0,"doctor, health, point_of_interest, establishment",19.0309529,73.101351,localisy19539,ChIJy4ukmcTp5zsRhSBsGh3or5w,photos\localisy23939_1.jpg,,,,,Pathology Labs
Riddhi Path Lab,"KL 5, Sector 13, Kalamboli, Panvel, Maharashtra 410218, India",Sector 13,Kalamboli,Navi Mumbai,Maharashtra,410218,,5.0,1.0,"doctor, health, point_of_interest, establishment",19.0273504,73.1015123,localisy19546,ChIJ__-jE8Xp5zsRuJMDrq85Qjg,,,,,,Pathology Labs
SP Pathology Laboratory,"Gaurikunj Nivas, LIG -1 L3, near Saptshrungi mandir, Sector 3, Kalamboli, Panvel, Maharashtra 410218, India",Sector 3,Kalamboli,Navi Mumbai,Maharashtra,410218,+91 97022 52701,,,"doctor, health, point_of_interest, establishment",19.02813,73.0979432,localisy19555,ChIJrVuu-uzp5zsRIeeksvJW5KE,photos\localisy23973_1.jpg,,,,,Pathology Labs
Best pest controllers,"Flat 12, Ruby palace, Matheran Rd, Sector 12, New Panvel East, Panvel, Maharashtra 410206, India",Sector 12,Panvel,Navi Mumbai,Maharashtra,410206,+91 93244 92315,4.5,8.0,"service, point_of_interest, establishment",18.9989395,73.12513419999999,localisy03515,ChIJw6leQ4_p5zsRib8isTlhttM,photos\localisy02050_1.jpg,,,,,Pest Control
Cockroach Pest Control Belapur,"F 4, Shop No 306, F Tab Appartment, Sector 4, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",Sector 4,CBD Belapur,Navi Mumbai,Maharashtra,400614,+91 83075 09378,5.0,240.0,"point_of_interest, service, establishment",19.02453,73.04317999999999,localisy03722,ChIJp83O2OHD5zsR2Wmg5Dt8br0,photos\localisy05553_1.jpg,,,,,Pest Control
POWER PESTICIDE PEST CONTROL,"Gr. Floor, Parihar Sadan, Shahbaz Village, Sector 19, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",Sector 19,CBD Belapur,Navi Mumbai,Maharashtra,400614,+91 90826 69986,4.9,303.0,"point_of_interest, service, establishment",19.0145298,73.0349332,localisy03723,ChIJj-VLR07D5zsREXoLdSgViLU,photos\localisy02068_1.jpg,,,,,Pest Control
Bed Bug Pest Control Belapur,"Shop No 3, Trimurti Am Apartment, Sector 6, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",Sector 6,CBD Belapur,Navi Mumbai,Maharashtra,400614,+91 99845 60242,5.0,105.0,"point_of_interest, service, establishment",19.02453,73.0431796,localisy03725,ChIJq6q29EzC5zsRD0bQNJQ95As,photos\localisy05566_1.jpg,,,,,Pest Control
Bed Bug Pest Control Belapur,"Shop A109, Monarch Plaza, Sector 11, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",Sector 11,CBD Belapur,Navi Mumbai,Maharashtra,400614,+91 63906 93431,5.0,190.0,"point_of_interest, service, establishment",19.015353,73.039467,localisy03726,ChIJVVUluazD5zsR8zp9KNOa9Q4,photos\localisy05558_1.jpg,,,,,Pest Control
Odorous Less Pest Control,"Mahavir Rachna Bldg, shop no 134 plot, Nimtran Hotel, No 54, Sector 15, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",Sector 15,CBD Belapur,Navi Mumbai,Maharashtra,400614,+91 63912 72761,5.0,186.0,"point_of_interest, service, establishment",19.009423,73.03281299999999,localisy03728,ChIJQ4SP4HXD5zsRIdmTPdnFM0I,photos\localisy05552_1.jpg,,,,,Pest Control
Rentokil PCI Pest Control Service,"106, Vindhya commercial Complex, Sector 11, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",Sector 11,CBD Belapur,Navi Mumbai,Maharashtra,400614,+91 86575 89608,4.8,235.0,"point_of_interest, service, establishment",19.018569,73.04357159999999,localisy03732,ChIJCU5SU8DD5zsRbTvW0tKqnmU,photos\localisy02343_1.jpg,,,,,Pest Control
HOMECARE Pest Control Services I Best Pest Control in Navi Mumbai,"Shop- 2, Sai Srushti Society, Plot- E65, Sector 3, Belpada, Kharghar, Panvel, Maharashtra 410210, India",Belpada,Kharghar,Navi Mumbai,Maharashtra,410210,+91 90296 61150,4.9,147.0,"point_of_interest, service, establishment",19.0283831,73.0589122,localisy03733,ChIJDwv7ulLD5zsRByR8V7Qh5fw,photos\localisy02063_1.jpg,,,,,Pest Control
Pest Control Belapur,"Shop no.5, ShivOm Appt, plot no.B-84, near Garage line, Belapur Village, Sector 20, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",Sector 20,CBD Belapur,Navi Mumbai,Maharashtra,400614,+91 90822 63465,3.0,2.0,"point_of_interest, service, establishment",19.013728,73.0305516,localisy03735,ChIJQay_Nq_D5zsRtCyeb9mLW4s,photos\localisy02230_1.jpg,,,,,Pest Control
Kabir pest control Kharghar,"Flat No. 103, Sai Garden CHS, near Harmony International School, Sector-5, Kharghar, Panvel, Maharashtra 410210, India",Sector-5,Kharghar,Navi Mumbai,Maharashtra,410210,+91 91963 75775,5.0,2.0,"health, point_of_interest, service, establishment",19.0362749,73.0588271,localisy03737,ChIJGS825VvD5zsRc0cD3s0HB60,photos\localisy02074_1.jpg,,,,,Pest Control
Bed Bug Organic Pest Control Nerul,"Shop- 242, Vighnahar Co-Operative Housing Society, Sector 21, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 21,Nerul,Navi Mumbai,Maharashtra,400706,+91 63906 92105,5.0,293.0,"point_of_interest, service, establishment",19.0347117,73.021164,localisy03738,ChIJrc8rZsHD5zsRD19ZA_A37EQ,photos\localisy02232_1.jpg,,,,,Pest Control
Pest Control kharghar Navi Mumbai,"Shop No 3, Sai Sristi, Plot No-15, Kharghar Sector No 20, Near, Shilp Chowk Rd, Block G, Sector 20, Kharghar, Panvel, Maharashtra 410210, India",Sector 20,Kharghar,Navi Mumbai,Maharashtra,410210,+91 76686 69048,4.9,359.0,"point_of_interest, service, establishment",19.0470125,73.072316,localisy03739,ChIJMXvvZRrC5zsRL-55LLNERbw,photos\localisy02075_1.jpg,,,,,Pest Control
Aatharva Pest Control - Rat Pest Control in Kharghar,"Shop No. 01, CHS,Plot No.40, Vishnu Vihar Co-Operative Housing Society, Sector 4, Kharghar, Panvel, Maharashtra 410210, India",Sector 4,Kharghar,Navi Mumbai,Maharashtra,410210,+91 86575 14486,5.0,37.0,"point_of_interest, service, establishment",19.0315358,73.0601502,localisy03740,ChIJf5oVAMnD5zsRGc3PA1d1rGE,photos\localisy12091_1.jpg,,,,,Pest Control
TEAM Pest Control Services.Pvt.ltd,"Sector:-42, office no:-06-A,plot no:-26, Shelter Arcade, near Dmart Seawoods, Seawoods West, Sector 42, Seawoods, Navi Mumbai, Mumbai, Maharashtra 400706, India",Seawoods,Seawoods,Navi Mumbai,Maharashtra,400706,+91 88286 36651,5.0,137.0,"point_of_interest, service, establishment",19.0188714,73.015968,localisy03741,ChIJL_FssKTD5zsR2tuW9xE6Ank,photos\localisy02084_1.jpg,,,,,Pest Control
